candidate_id,age,gender,race,education_level,years_experience,skills_score,interview_score,referral,department,location,disability_status,veteran_status,hired
104444,38,Male,Hispanic,High School,0,55,5,Yes,Engineering,Chicago,Physical,Yes,No
104445,55,Non-binary,White,Masters,5,18,8,Yes,Finance,Austin,None,No,No
104446,40,Non-binary,White,PhD,2,86,7,Yes,Finance,Austin,None,No,No
104447,58,Male,White,PhD,21,63,3,No,Sales,Remote,None,No,Yes
104448,55,Male,Black,High School,10,65,7,Yes,Operations,Remote,None,Yes,No
104449,62,Female,White,Masters,16,49,6,No,Operations,New York,None,No,No
104450,23,Male,Hispanic,Masters,21,75,5,No,Sales,New York,None,No,Yes
104451,55,Female,White,Masters,6,41,8,No,Finance,Remote,Physical,No,No
104452,54,Female,White,Masters,10,45,10,No,Sales,Chicago,None,No,No
104453,26,Male,Hispanic,High School,27,21,4,No,Engineering,Chicago,None,No,No
104454,39,Female,Black,Masters,12,33,7,Yes,Engineering,San Francisco,None,No,Yes
104455,32,Female,Asian,High School,4,100,5,No,Marketing,Remote,None,No,No
104456,25,Female,Black,High School,12,59,8,No,Engineering,Remote,None,No,No
104457,29,Non-binary,Asian,Bachelors,20,62,6,No,Sales,San Francisco,Sensory,No,No
104458,61,Male,Hispanic,Bachelors,28,62,7,Yes,Marketing,San Francisco,None,No,Yes
104459,47,Male,White,Masters,25,39,8,Yes,Sales,Austin,None,No,Yes
104460,35,Female,Hispanic,Masters,12,58,8,No,Operations,Chicago,None,No,Yes
104461,32,Male,Black,Bachelors,19,67,6,Yes,Operations,Chicago,Sensory,No,No
104462,59,Male,Black,Masters,27,100,4,Yes,HR,Remote,None,No,No
104463,44,Male,Black,Masters,12,59,7,No,Sales,New York,Cognitive,No,Yes
104464,26,Male,Other,Masters,1,81,7,Yes,Engineering,New York,None,No,No
104465,38,Male,Asian,Bachelors,26,82,8,No,Marketing,Chicago,None,No,Yes
104466,50,Male,Black,PhD,27,64,10,No,HR,San Francisco,None,No,Yes
104467,22,Non-binary,White,PhD,15,57,8,No,Finance,Austin,None,No,No
104468,44,Male,Asian,Bachelors,28,56,9,No,HR,Austin,None,No,Yes
104469,34,Female,Black,Bachelors,1,66,9,No,Engineering,Remote,None,No,No
104470,37,Female,White,High School,26,85,6,No,Engineering,Remote,None,No,Yes
104471,49,Female,Other,Masters,22,56,6,Yes,Marketing,Austin,None,No,Yes
104472,53,Male,Hispanic,Masters,4,62,6,Yes,Finance,San Francisco,Sensory,No,Yes
104473,54,Female,Hispanic,Bachelors,8,68,8,No,HR,San Francisco,None,No,Yes
104474,36,Female,White,Bachelors,26,75,5,No,Engineering,San Francisco,None,No,Yes
104475,24,Male,Other,Bachelors,22,84,7,No,HR,San Francisco,None,No,Yes
104476,41,Female,Asian,PhD,21,69,5,No,Marketing,New York,Cognitive,No,No
104477,26,Male,White,Bachelors,24,64,6,No,Sales,Remote,None,No,Yes
104478,62,Female,Asian,Bachelors,20,45,6,No,Marketing,New York,None,No,No
104479,48,Female,White,Bachelors,25,53,4,No,Marketing,San Francisco,None,No,Yes
104480,62,Male,Black,Masters,11,69,10,No,Marketing,San Francisco,None,No,Yes
104481,58,Female,Black,Bachelors,28,72,3,No,HR,Chicago,None,Yes,Yes
104482,59,Male,Black,Bachelors,5,78,4,No,Finance,San Francisco,None,No,Yes
104483,39,Male,White,Bachelors,23,84,4,No,Engineering,Chicago,None,No,Yes
104484,41,Male,Asian,Masters,23,65,8,No,Sales,New York,None,No,Yes
104485,45,Male,White,PhD,9,74,10,No,Marketing,San Francisco,Sensory,No,Yes
104486,54,Male,White,High School,6,80,6,No,Operations,San Francisco,None,No,Yes
104487,47,Male,White,Masters,9,60,10,No,Engineering,New York,None,No,Yes
104488,60,Male,White,Bachelors,30,94,9,No,HR,Chicago,None,No,Yes
104489,22,Female,White,Bachelors,18,45,7,Yes,HR,Remote,None,No,Yes
104490,62,Male,White,Bachelors,13,74,8,No,Engineering,Austin,None,No,No
104491,22,Male,White,Bachelors,9,100,6,No,Marketing,Austin,None,No,No
104492,62,Male,Asian,Bachelors,8,61,3,No,Engineering,Remote,None,No,No
104493,55,Female,White,Bachelors,27,70,4,Yes,Finance,Chicago,Sensory,No,No
104494,43,Female,White,Bachelors,28,67,7,No,HR,New York,None,No,Yes
104495,62,Male,White,Masters,22,77,3,No,Sales,New York,None,No,No
104496,49,Female,Hispanic,Bachelors,29,79,6,No,Finance,New York,None,No,No
104497,40,Male,Asian,Bachelors,6,55,4,No,Sales,Chicago,None,No,No
104498,28,Male,Asian,Bachelors,7,33,3,No,Engineering,Chicago,None,No,No
104499,22,Male,Hispanic,Masters,12,61,9,No,HR,Remote,None,No,Yes
104500,41,Female,Hispanic,High School,23,96,6,No,Finance,Chicago,None,No,Yes
104501,62,Female,White,Masters,17,39,3,Yes,Finance,Chicago,None,No,Yes
104502,61,Female,White,Bachelors,5,89,7,Yes,HR,Austin,None,No,Yes
104503,30,Male,Hispanic,Bachelors,15,100,6,No,Operations,Chicago,None,No,No
104504,42,Female,White,Masters,23,57,7,Yes,Finance,New York,None,No,Yes
104505,38,Male,White,Bachelors,9,88,3,No,Finance,San Francisco,None,No,Yes
104506,35,Female,Hispanic,Masters,16,56,6,No,Finance,Austin,None,No,No
104507,26,Male,Hispanic,Masters,16,32,7,No,Engineering,Chicago,Physical,No,No
104508,37,Male,Hispanic,PhD,20,47,5,Yes,Finance,San Francisco,None,No,Yes
104509,38,Female,Asian,Masters,15,25,9,No,Marketing,New York,None,No,Yes
104510,58,Male,White,Bachelors,18,87,8,No,Sales,New York,None,No,Yes
104511,61,Male,White,Bachelors,8,26,6,No,Operations,San Francisco,None,No,Yes
104512,39,Male,Hispanic,PhD,16,66,6,No,Engineering,Chicago,None,No,No
104513,34,Male,White,Bachelors,14,31,8,No,Sales,Chicago,None,No,No
104514,35,Male,White,Masters,12,63,6,No,Finance,Remote,None,No,Yes
104515,60,Male,Hispanic,Bachelors,7,56,10,No,Operations,New York,None,No,No
104516,50,Male,Hispanic,Masters,6,100,8,No,Marketing,Austin,None,No,No
104517,25,Female,White,Bachelors,5,93,2,Yes,Sales,Austin,None,No,No
104518,33,Female,Black,Masters,28,45,6,No,Marketing,New York,None,No,No
104519,48,Female,Other,High School,17,68,5,No,Marketing,New York,None,No,No
104520,44,Female,Black,PhD,21,43,5,No,Marketing,Remote,None,No,No
104521,22,Male,White,Bachelors,28,61,6,No,HR,San Francisco,None,No,Yes
104522,50,Male,White,PhD,27,76,5,No,Marketing,New York,None,No,Yes
104523,28,Male,White,Bachelors,4,67,6,No,HR,San Francisco,None,Yes,No
104524,62,Male,Black,High School,29,30,8,Yes,Sales,Remote,None,Yes,Yes
104525,41,Female,Asian,Masters,23,63,6,Yes,Finance,New York,None,No,Yes
104526,60,Female,White,Bachelors,3,41,7,No,HR,Chicago,None,No,No
104527,29,Male,White,Bachelors,19,52,8,Yes,Finance,San Francisco,None,No,No
104528,32,Female,Black,Bachelors,4,66,5,No,Finance,Remote,None,No,No
104529,22,Male,Black,Masters,10,66,5,No,Sales,Austin,None,No,Yes
104530,46,Male,White,High School,3,63,8,No,HR,Austin,None,No,No
104531,36,Male,White,Masters,12,51,8,No,Finance,Austin,None,No,Yes
104532,41,Female,Hispanic,Masters,0,59,8,No,Sales,San Francisco,None,No,No
104533,47,Male,White,Bachelors,5,72,6,No,Engineering,San Francisco,None,No,Yes
104534,50,Male,Black,Bachelors,10,28,10,No,Engineering,Remote,Cognitive,No,Yes
104535,25,Male,Black,Masters,4,100,8,No,HR,Austin,None,No,Yes
104536,44,Female,White,Bachelors,18,48,7,No,Finance,San Francisco,None,No,No
104537,42,Female,Asian,High School,28,64,5,Yes,Sales,San Francisco,None,No,Yes
104538,28,Male,White,High School,22,65,7,No,Sales,Remote,None,No,No
104539,38,Male,Asian,High School,18,89,7,No,Sales,Austin,None,No,Yes
104540,60,Male,Hispanic,Bachelors,1,100,3,No,Marketing,New York,None,No,No
104541,24,Female,Hispanic,Bachelors,14,55,6,No,Marketing,Remote,None,No,No
104542,22,Female,Black,Bachelors,2,21,7,No,Marketing,Chicago,None,No,No
104543,50,Female,Black,High School,3,68,7,No,Sales,Austin,None,No,No
104544,58,Female,Hispanic,Masters,13,94,6,No,HR,Austin,None,No,No
104545,35,Female,Hispanic,PhD,7,57,8,No,Engineering,Chicago,None,No,Yes
104546,33,Male,Other,Bachelors,30,69,8,Yes,Marketing,Remote,None,No,No
104547,38,Male,White,Bachelors,5,74,8,No,Marketing,Remote,None,No,Yes
104548,43,Female,White,Bachelors,14,82,5,No,Sales,Chicago,None,No,Yes
104549,43,Non-binary,White,PhD,9,62,9,Yes,Engineering,New York,None,No,No
104550,28,Non-binary,Other,Bachelors,4,79,5,No,Sales,New York,None,No,No
104551,61,Male,Other,High School,26,59,5,No,Marketing,Remote,None,Yes,No
104552,34,Male,White,High School,28,65,7,No,HR,New York,None,No,No
104553,52,Non-binary,White,Bachelors,9,55,3,No,Engineering,San Francisco,None,No,No
104554,23,Male,White,Bachelors,8,61,8,No,Sales,San Francisco,None,No,No
104555,26,Male,Asian,High School,4,87,6,No,Marketing,New York,None,No,No
104556,48,Male,White,High School,2,59,6,No,Engineering,San Francisco,None,No,No
104557,43,Female,Black,Bachelors,8,66,7,No,Operations,Remote,None,No,Yes
104558,23,Female,Black,PhD,24,68,7,No,Marketing,Austin,None,No,Yes
104559,47,Male,Asian,PhD,7,47,6,No,Finance,New York,Cognitive,No,No
104560,34,Male,White,Bachelors,8,67,7,No,HR,Austin,None,No,Yes
104561,39,Non-binary,White,Masters,8,82,8,No,Finance,San Francisco,None,No,Yes
104562,48,Female,White,High School,7,27,7,Yes,Operations,Remote,None,Yes,Yes
104563,52,Female,White,Masters,30,64,5,Yes,HR,Austin,None,No,No
104564,55,Female,White,Masters,11,83,6,No,Finance,Remote,None,No,No
104565,25,Female,Asian,Bachelors,30,64,7,No,Sales,San Francisco,None,No,No
104566,48,Male,Asian,Bachelors,5,61,7,No,HR,Remote,None,No,Yes
104567,37,Male,White,Bachelors,17,95,8,No,Sales,New York,None,Yes,Yes
104568,48,Male,Other,Bachelors,8,68,5,No,Operations,Austin,None,No,Yes
104569,42,Male,White,PhD,11,77,8,No,Finance,Chicago,None,No,Yes
104570,48,Male,Black,Masters,8,61,9,No,Engineering,Austin,None,No,Yes
104571,44,Female,White,High School,15,99,7,No,Operations,New York,None,Yes,Yes
104572,59,Male,White,Bachelors,19,84,7,No,Engineering,Remote,None,No,Yes
104573,53,Male,Black,High School,25,69,6,Yes,Engineering,Remote,None,No,No
104574,44,Female,Asian,Bachelors,27,87,4,No,Marketing,New York,None,No,Yes
104575,39,Male,Black,Masters,25,68,10,No,HR,Remote,None,No,No
104576,55,Male,White,Bachelors,19,46,4,Yes,Engineering,Chicago,None,No,No
104577,22,Male,Hispanic,Masters,17,58,6,Yes,Engineering,New York,None,No,Yes
104578,45,Male,White,Bachelors,16,59,9,No,Engineering,New York,None,No,Yes
104579,49,Male,Black,High School,28,24,5,No,Engineering,Austin,Cognitive,No,No
104580,30,Female,White,High School,13,55,8,No,HR,Austin,None,No,No
104581,25,Male,Hispanic,Bachelors,3,86,8,No,Finance,Chicago,None,No,No
104582,46,Female,Hispanic,Bachelors,29,45,9,No,Operations,Remote,None,No,Yes
104583,36,Female,White,PhD,1,67,10,Yes,HR,Chicago,None,No,Yes
104584,26,Male,Asian,High School,17,61,7,Yes,Operations,New York,None,No,Yes
104585,48,Female,White,Masters,16,100,8,No,Finance,Chicago,None,No,Yes
104586,57,Female,Asian,High School,30,41,7,No,Sales,Chicago,None,No,No
104587,38,Female,White,Masters,28,62,6,Yes,Finance,Chicago,None,No,No
104588,57,Female,White,PhD,27,85,5,No,HR,San Francisco,None,No,Yes
104589,23,Female,White,Bachelors,16,54,4,No,HR,Remote,None,No,Yes
104590,38,Male,Asian,High School,5,65,7,No,Sales,Remote,None,No,No
104591,48,Male,White,Bachelors,5,41,3,No,Engineering,Remote,None,No,No
104592,50,Female,Hispanic,Bachelors,8,38,5,No,Engineering,Remote,None,No,No
104593,54,Male,White,Bachelors,18,60,9,Yes,Sales,New York,None,No,No
104594,54,Female,Hispanic,Bachelors,21,61,5,No,Sales,Remote,None,No,No
104595,60,Male,White,Masters,15,68,7,No,HR,Austin,None,No,No
104596,27,Female,Other,Masters,0,93,5,No,Finance,Austin,None,No,Yes
104597,52,Female,White,Masters,16,89,7,Yes,Marketing,San Francisco,None,No,Yes
104598,24,Male,White,PhD,23,62,10,Yes,Engineering,San Francisco,None,No,Yes
104599,34,Female,White,PhD,0,45,9,No,Operations,New York,None,No,No
104600,41,Male,Asian,High School,24,72,5,Yes,Operations,New York,None,No,No
104601,30,Male,Hispanic,High School,18,61,8,Yes,HR,Chicago,None,No,No
104602,24,Male,White,Masters,6,92,5,Yes,HR,Austin,None,No,Yes
104603,34,Non-binary,White,Bachelors,26,91,3,No,Engineering,Remote,None,No,Yes
104604,44,Male,Black,High School,6,62,6,No,Sales,Chicago,None,No,No
104605,29,Male,Hispanic,High School,5,53,6,Yes,HR,Remote,None,No,Yes
104606,59,Female,White,Masters,4,48,7,No,Operations,Remote,None,No,Yes
104607,44,Male,Other,Bachelors,5,92,6,No,Sales,San Francisco,None,No,No
104608,26,Male,White,Masters,29,64,5,No,HR,Austin,None,No,No
104609,36,Male,Black,High School,4,61,3,No,HR,Remote,None,No,No
104610,60,Non-binary,Hispanic,Bachelors,9,100,7,No,Finance,Austin,None,Yes,No
104611,48,Male,Asian,Masters,2,92,5,No,Sales,Austin,None,No,Yes
104612,54,Female,Hispanic,Bachelors,14,71,9,No,Engineering,Chicago,None,No,Yes
104613,60,Male,White,High School,29,63,5,No,Engineering,Austin,Physical,No,No
104614,60,Male,White,Masters,20,26,3,No,Sales,Chicago,None,No,Yes
104615,38,Female,White,Bachelors,29,87,7,No,Operations,Remote,None,No,Yes
104616,52,Female,Other,High School,7,79,8,No,Engineering,Remote,None,No,No
104617,50,Female,White,Bachelors,5,71,5,Yes,Marketing,San Francisco,None,No,Yes
104618,59,Female,Asian,High School,22,79,6,No,Marketing,Chicago,None,No,No
104619,54,Male,White,Masters,20,80,6,No,Engineering,Austin,None,No,Yes
104620,57,Female,White,High School,16,50,8,No,Marketing,Austin,None,No,Yes
104621,31,Male,White,Masters,11,62,9,No,Operations,Austin,None,No,Yes
104622,57,Male,Asian,Masters,17,79,8,Yes,Operations,Austin,None,No,Yes
104623,40,Male,White,High School,4,48,3,No,HR,Austin,None,No,Yes
104624,24,Female,Black,Masters,22,51,7,No,Operations,Chicago,None,No,No
104625,28,Male,White,Bachelors,3,63,9,Yes,Operations,San Francisco,None,No,Yes
104626,47,Male,Hispanic,PhD,13,56,6,No,Sales,New York,None,No,No
104627,37,Male,Other,Masters,20,81,7,Yes,Operations,New York,None,No,Yes
104628,35,Male,White,High School,11,69,6,No,Engineering,New York,None,No,No
104629,31,Male,White,Bachelors,18,58,9,No,Finance,Remote,None,No,No
104630,51,Female,White,Bachelors,30,73,8,No,HR,Chicago,None,No,No
104631,42,Male,White,High School,20,49,8,No,Operations,San Francisco,None,No,Yes
104632,58,Female,Hispanic,Bachelors,24,53,6,No,Finance,New York,None,No,No
104633,61,Female,Hispanic,Bachelors,7,47,3,No,Marketing,Remote,None,No,No
104634,29,Male,Hispanic,High School,10,46,8,No,HR,New York,Sensory,No,No
104635,49,Female,White,PhD,21,59,7,No,Engineering,New York,Cognitive,No,No
104636,62,Male,Hispanic,Masters,10,62,6,No,Operations,Austin,None,No,Yes
104637,23,Male,White,Masters,25,74,6,No,Sales,San Francisco,None,No,Yes
104638,44,Female,White,High School,28,78,5,No,Marketing,Austin,None,No,No
104639,22,Female,White,PhD,5,68,4,No,Marketing,New York,None,No,Yes
104640,41,Male,White,Masters,14,55,7,No,Engineering,San Francisco,None,No,Yes
104641,37,Male,Asian,PhD,29,35,6,Yes,Engineering,Austin,None,No,Yes
104642,60,Male,White,Bachelors,9,64,6,No,Finance,Austin,None,No,No
104643,42,Male,Hispanic,High School,3,75,8,No,Marketing,New York,None,No,No
104644,32,Female,White,Bachelors,26,76,7,No,Finance,Austin,None,No,No
104645,41,Male,White,High School,0,53,6,No,Sales,Austin,None,No,Yes
104646,35,Male,White,Masters,3,49,6,No,Operations,Austin,None,No,Yes
104647,42,Male,Hispanic,Masters,6,38,10,Yes,Marketing,Remote,None,Yes,No
104648,31,Male,White,Masters,18,72,5,No,Engineering,San Francisco,None,No,Yes
104649,40,Male,White,Masters,27,63,7,No,Finance,New York,None,No,No
104650,52,Female,White,High School,4,90,3,No,Sales,San Francisco,None,No,No
104651,27,Male,White,Bachelors,28,58,10,Yes,Sales,Chicago,None,Yes,Yes
104652,26,Male,Black,Masters,21,25,5,No,Finance,Austin,None,No,Yes
104653,27,Female,Black,Bachelors,20,52,3,No,Operations,New York,None,No,No
104654,31,Female,Hispanic,High School,1,96,4,No,Marketing,New York,Physical,Yes,No
104655,28,Male,White,PhD,11,25,8,No,HR,San Francisco,None,No,Yes
104656,35,Male,Asian,Bachelors,21,74,6,No,HR,Chicago,None,No,No
104657,51,Male,White,Masters,0,59,9,No,Sales,Remote,None,No,No
104658,30,Male,Asian,Masters,23,71,4,No,Marketing,New York,None,No,No
104659,43,Female,White,Bachelors,10,84,6,Yes,Marketing,New York,None,No,Yes
104660,47,Female,Black,Masters,2,34,4,No,Operations,Austin,None,No,No
104661,57,Female,Black,PhD,8,62,6,Yes,Engineering,Austin,None,No,No
104662,27,Female,Black,Masters,27,90,7,No,Finance,Chicago,None,No,Yes
104663,23,Female,White,Bachelors,11,37,6,No,Sales,New York,None,No,No
104664,52,Female,Asian,Masters,0,69,7,No,Sales,Austin,None,No,No
104665,32,Female,White,Masters,29,80,2,Yes,Sales,New York,None,No,Yes
104666,57,Female,Other,Bachelors,22,73,2,No,Marketing,Chicago,None,No,No
104667,42,Female,Asian,Masters,13,75,4,Yes,Sales,San Francisco,None,No,Yes
104668,36,Female,White,Masters,15,70,9,No,Sales,Austin,None,No,Yes
104669,54,Female,Asian,High School,12,76,2,No,HR,Austin,None,No,No
104670,43,Male,White,Bachelors,26,70,5,No,HR,New York,None,No,No
104671,61,Female,Black,Bachelors,5,57,8,No,Finance,New York,None,No,No
104672,55,Female,White,Bachelors,16,47,8,Yes,Sales,Remote,None,No,Yes
104673,25,Male,Black,PhD,15,60,6,No,Marketing,Remote,None,Yes,No
104674,53,Female,White,Masters,26,66,3,No,Marketing,Austin,None,No,No
104675,55,Female,Hispanic,Masters,16,44,8,No,HR,Chicago,None,No,No
104676,53,Female,White,Masters,30,54,6,No,Sales,Chicago,None,No,Yes
104677,36,Male,Hispanic,Masters,1,74,9,No,Marketing,Chicago,None,No,No
104678,29,Male,Other,Masters,20,56,7,No,Operations,Remote,None,No,No
104679,29,Female,White,High School,24,89,9,Yes,Finance,New York,None,No,Yes
104680,39,Male,White,Bachelors,11,69,8,No,HR,Remote,None,No,No
104681,27,Female,Asian,High School,18,55,6,No,Marketing,San Francisco,None,Yes,No
104682,46,Male,White,Masters,0,59,10,Yes,Operations,San Francisco,Cognitive,No,No
104683,32,Male,Hispanic,Masters,24,84,7,No,Marketing,Chicago,None,No,Yes
104684,57,Male,Hispanic,PhD,2,67,4,No,Sales,San Francisco,None,No,Yes
104685,33,Male,Hispanic,Masters,20,95,7,No,Finance,Chicago,None,No,Yes
104686,22,Female,White,Bachelors,8,97,10,Yes,Engineering,New York,None,No,Yes
104687,55,Male,White,Bachelors,27,95,8,No,Finance,Chicago,None,No,Yes
104688,46,Male,White,Masters,10,39,10,No,HR,Chicago,None,No,Yes
104689,35,Female,Hispanic,High School,11,61,5,No,Marketing,San Francisco,None,No,Yes
104690,38,Female,Hispanic,Bachelors,13,72,5,Yes,HR,New York,None,No,Yes
104691,25,Male,Hispanic,High School,2,68,6,No,Sales,New York,None,No,No
104692,55,Male,White,PhD,0,71,8,Yes,HR,New York,None,No,Yes
104693,37,Male,Black,Masters,1,63,8,Yes,Finance,Chicago,None,No,Yes
104694,60,Male,Black,Bachelors,27,67,6,No,Engineering,Chicago,None,No,Yes
104695,54,Female,White,High School,30,26,8,Yes,Finance,Remote,None,No,Yes
104696,41,Male,Asian,Bachelors,23,41,3,No,HR,New York,None,No,No
104697,35,Male,White,Bachelors,1,53,3,No,Finance,Austin,None,No,No
104698,47,Male,Hispanic,High School,0,52,5,Yes,Finance,Austin,None,No,Yes
104699,22,Male,White,PhD,25,47,7,No,Finance,Chicago,None,No,Yes
104700,62,Male,Hispanic,Bachelors,25,84,7,No,Marketing,Chicago,None,No,Yes
104701,62,Female,Asian,Masters,21,65,4,No,Marketing,Chicago,None,No,No
104702,23,Female,Hispanic,Bachelors,27,76,4,No,Engineering,San Francisco,None,No,No
104703,39,Female,Hispanic,Masters,22,82,5,No,HR,Remote,None,No,No
104704,38,Male,White,PhD,0,61,7,No,Engineering,Chicago,None,No,No
104705,50,Male,Black,Bachelors,5,71,6,No,Operations,Austin,None,No,No
104706,36,Male,Black,Masters,18,79,5,No,HR,New York,None,No,No
104707,43,Male,White,Bachelors,23,76,5,Yes,Sales,Chicago,None,No,No
104708,56,Male,Black,PhD,1,100,7,No,Operations,Remote,None,Yes,No
104709,34,Male,White,Bachelors,21,71,8,Yes,HR,Chicago,None,No,Yes
104710,62,Male,White,Bachelors,16,75,4,Yes,Sales,San Francisco,None,No,No
104711,43,Male,Black,High School,26,37,4,No,HR,New York,None,Yes,No
104712,57,Male,Asian,PhD,12,82,7,Yes,HR,New York,None,No,No
104713,62,Female,White,Masters,30,75,10,No,Sales,Remote,None,No,Yes
104714,39,Male,Black,Bachelors,21,47,7,No,Operations,Remote,None,Yes,Yes
104715,23,Male,Hispanic,Bachelors,6,93,8,No,Sales,Chicago,None,No,Yes
104716,28,Male,White,Masters,11,72,7,No,HR,New York,None,No,Yes
104717,59,Male,White,PhD,13,78,8,No,Finance,New York,None,No,No
104718,48,Male,White,Bachelors,29,90,6,Yes,Operations,San Francisco,None,No,Yes
104719,37,Male,Other,PhD,19,84,6,No,Marketing,San Francisco,Cognitive,No,Yes
104720,48,Male,White,Bachelors,18,82,10,No,HR,Chicago,None,No,Yes
104721,52,Male,Asian,Masters,24,67,6,No,HR,Remote,None,No,Yes
104722,55,Male,White,Bachelors,22,49,5,Yes,Engineering,Austin,None,No,No
104723,62,Female,Asian,Bachelors,14,45,5,No,Marketing,Austin,None,No,No
104724,55,Female,Black,Masters,1,56,7,No,HR,New York,None,No,No
104725,62,Female,White,Bachelors,12,64,10,No,Marketing,Remote,None,Yes,No
104726,25,Male,Asian,Bachelors,16,56,7,No,Marketing,San Francisco,Physical,No,Yes
104727,54,Female,Hispanic,Bachelors,29,39,8,No,Operations,San Francisco,None,Yes,No
104728,34,Male,White,High School,1,82,8,No,Engineering,Austin,Sensory,No,No
104729,23,Male,Black,Masters,14,78,2,Yes,Operations,San Francisco,None,Yes,Yes
104730,25,Non-binary,Asian,High School,6,70,5,No,Engineering,Austin,Cognitive,No,No
104731,23,Male,Hispanic,High School,12,45,5,No,Engineering,Remote,Physical,No,No
104732,59,Male,White,Bachelors,1,34,6,Yes,Engineering,Austin,None,Yes,Yes
104733,41,Female,White,Masters,6,77,5,No,Finance,Chicago,None,No,Yes
104734,36,Male,White,Masters,14,97,4,No,Marketing,Remote,None,No,No
104735,29,Male,Asian,Bachelors,8,89,9,No,Marketing,Chicago,None,No,Yes
104736,57,Male,White,Bachelors,18,93,5,No,Finance,San Francisco,Physical,No,No
104737,44,Female,White,PhD,5,68,5,No,Marketing,Austin,None,No,No
104738,33,Male,Black,High School,29,97,8,No,Marketing,Chicago,None,No,Yes
104739,56,Female,White,Masters,30,75,7,No,Finance,San Francisco,None,No,Yes
104740,25,Male,Black,Masters,12,68,5,No,Operations,Chicago,None,No,No
104741,23,Female,White,High School,6,55,10,No,HR,Austin,None,No,No
104742,28,Male,White,Masters,28,54,8,No,Sales,Austin,None,No,Yes
104743,29,Non-binary,Hispanic,Bachelors,12,61,4,No,HR,San Francisco,Cognitive,No,No
104744,57,Female,Black,Bachelors,19,72,6,No,Finance,San Francisco,None,No,Yes
104745,26,Male,White,Bachelors,1,80,8,Yes,Engineering,New York,None,No,Yes
104746,59,Male,White,High School,5,71,6,No,Marketing,Chicago,None,No,No
104747,40,Male,Asian,Bachelors,25,46,8,Yes,HR,New York,None,No,Yes
104748,62,Male,White,PhD,26,18,8,No,HR,New York,None,No,No
104749,32,Male,White,Bachelors,28,84,7,Yes,Finance,San Francisco,None,No,Yes
104750,51,Male,White,Bachelors,28,50,8,No,Sales,Chicago,None,No,Yes
104751,41,Male,White,Bachelors,19,77,10,Yes,Engineering,Chicago,None,No,Yes
104752,33,Male,Hispanic,Bachelors,22,49,8,No,Operations,Austin,None,No,No
104753,59,Male,Asian,Masters,14,88,4,No,Sales,Chicago,None,No,No
104754,30,Male,Black,High School,22,43,7,No,Operations,San Francisco,None,No,No
104755,30,Female,White,High School,9,49,5,No,Finance,San Francisco,None,No,No
104756,48,Female,White,Masters,24,78,8,No,Marketing,Austin,None,No,No
104757,38,Male,White,Bachelors,5,49,8,No,Finance,Remote,None,No,Yes
104758,60,Male,White,Bachelors,4,96,8,Yes,Operations,San Francisco,None,Yes,Yes
104759,31,Male,White,Bachelors,24,93,5,No,Marketing,Remote,None,No,Yes
104760,44,Male,White,Masters,2,89,10,Yes,HR,Austin,None,No,Yes
104761,29,Male,White,Bachelors,4,61,6,No,Finance,Austin,None,No,No
104762,39,Male,Black,Bachelors,29,86,6,No,Marketing,San Francisco,None,No,Yes
104763,32,Female,White,High School,16,82,2,Yes,Finance,Remote,Sensory,No,Yes
104764,42,Male,White,Bachelors,24,57,8,Yes,HR,Remote,None,No,Yes
104765,34,Male,White,Masters,4,100,7,No,HR,Remote,None,No,No
104766,57,Male,White,High School,24,51,8,Yes,Engineering,Austin,Physical,No,No
104767,48,Female,White,Bachelors,0,63,7,No,HR,San Francisco,None,No,Yes
104768,22,Male,White,High School,30,80,8,No,HR,Chicago,None,No,Yes
104769,46,Male,Asian,Masters,20,50,8,No,Marketing,San Francisco,None,No,Yes
104770,48,Female,Other,Masters,29,74,7,No,Marketing,New York,None,No,No
104771,59,Female,White,High School,29,73,8,Yes,Marketing,Remote,None,No,Yes
104772,49,Female,Hispanic,Masters,10,42,7,No,Engineering,San Francisco,None,No,No
104773,22,Male,Hispanic,Masters,10,29,6,No,Marketing,Chicago,None,No,Yes
104774,40,Male,Hispanic,Bachelors,12,97,5,Yes,Engineering,Chicago,None,No,No
104775,37,Non-binary,White,Masters,21,68,8,Yes,Operations,San Francisco,None,No,Yes
104776,38,Female,Black,Masters,22,19,9,No,Marketing,New York,None,No,Yes
104777,52,Male,Hispanic,Bachelors,11,24,7,No,Operations,San Francisco,None,No,No
104778,53,Male,Black,Bachelors,10,44,10,Yes,Operations,San Francisco,None,No,Yes
104779,56,Male,White,Bachelors,8,28,7,No,Operations,New York,None,No,Yes
104780,22,Female,Black,Bachelors,3,58,6,Yes,Finance,Austin,None,No,No
104781,54,Male,White,Bachelors,30,84,5,Yes,Sales,Chicago,None,No,Yes
104782,56,Male,Hispanic,Bachelors,25,52,5,No,HR,Remote,Cognitive,No,No
104783,56,Male,Hispanic,Masters,16,51,7,No,Sales,Remote,None,No,No
104784,31,Male,White,Bachelors,18,77,8,No,HR,Austin,None,No,No
104785,32,Male,Hispanic,Masters,12,19,6,No,Finance,New York,None,No,No
104786,52,Male,Asian,High School,28,63,8,No,HR,San Francisco,None,No,No
104787,29,Female,White,Bachelors,22,96,8,Yes,Sales,New York,None,No,Yes
104788,39,Female,Black,Bachelors,2,77,9,Yes,HR,New York,None,No,No
104789,29,Female,White,High School,0,64,10,Yes,Sales,New York,None,No,No
