Gender,Age,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Religion,Caste_Category,loan_approved
Female,32,No,0,Not_Graduate,No,5075,0,97,120,Unknown,Semiurban,Sikh,OBC,Approved
Female,33,Yes,2,Graduate,No,1000,471,95,300,Clear,Urban,Hindu,General,Approved
Male,55,No,3+,Graduate,No,3514,0,254,120,Clear,Rural,Hindu,ST,Rejected
Female,59,No,1,Not_Graduate,No,3135,0,113,120,Clear,Urban,Hindu,General,Approved
Male,62,No,0,Graduate,No,10072,0,23,180,Clear,Semiurban,Hindu,OBC,Approved
Male,30,Yes,2,Not_Graduate,No,2132,434,233,300,Defaulted,Semiurban,Christian,General,Approved
Female,31,Yes,1,Graduate,No,1090,1574,193,240,Unknown,Urban,Muslim,ST,Rejected
Male,41,Yes,0,Not_Graduate,No,4160,2662,281,360,Clear,Semiurban,Hindu,ST,Approved
Female,48,Yes,1,Not_Graduate,No,6341,4826,103,360,Clear,Semiurban,Sikh,General,Approved
Male,21,Yes,2,Not_Graduate,No,4444,2470,235,300,Defaulted,Rural,Muslim,OBC,Rejected
Male,63,Yes,2,Graduate,No,2072,0,146,180,Clear,Semiurban,Muslim,OBC,Approved
Female,26,Yes,2,Not_Graduate,No,1000,199,162,60,Clear,Rural,Christian,SC,Rejected
Female,41,Yes,2,Graduate,No,9111,1238,114,240,Clear,Urban,Muslim,General,Rejected
Female,34,No,1,Not_Graduate,No,2349,0,279,120,Unknown,Urban,Hindu,General,Rejected
Male,29,Yes,3+,Graduate,No,8529,1339,62,180,Unknown,Rural,Christian,General,Rejected
Male,63,No,2,Not_Graduate,No,4549,0,256,360,Clear,Urban,Hindu,OBC,Approved
Male,23,No,2,Not_Graduate,No,4378,0,152,300,Clear,Urban,Other,OBC,Rejected
Female,55,No,2,Graduate,No,3599,0,189,180,Clear,Urban,Hindu,SC,Approved
Female,60,No,2,Not_Graduate,No,4026,0,144,60,Clear,Urban,Hindu,General,Rejected
Male,52,No,1,Not_Graduate,No,5385,0,132,120,Clear,Semiurban,Muslim,OBC,Approved
Male,52,Yes,1,Not_Graduate,Yes,7895,1116,365,240,Unknown,Rural,Christian,SC,Rejected
Male,65,Yes,1,Graduate,No,1023,1031,109,360,Clear,Semiurban,Hindu,SC,Approved
Male,29,No,0,Not_Graduate,No,4171,0,251,120,Unknown,Semiurban,Hindu,ST,Rejected
Female,29,No,3+,Graduate,No,6982,0,20,180,Clear,Urban,Hindu,OBC,Approved
Male,52,Yes,0,Graduate,No,1000,949,69,60,Clear,Urban,Hindu,OBC,Approved
Male,58,Yes,3+,Graduate,No,11236,0,283,60,Unknown,Semiurban,Christian,SC,Approved
Male,52,No,2,Graduate,No,5810,0,273,240,Clear,Semiurban,Other,General,Approved
Male,48,Yes,2,Graduate,No,5084,440,61,360,Clear,Semiurban,Hindu,OBC,Approved
Male,62,Yes,3+,Graduate,Yes,1012,1237,163,120,Clear,Urban,Hindu,OBC,Approved
Male,46,Yes,2,Graduate,No,3196,3039,82,300,Unknown,Semiurban,Hindu,SC,Rejected
Other,62,Yes,2,Graduate,No,4361,1457,111,180,Clear,Rural,Christian,General,Approved
Male,31,Yes,1,Graduate,Yes,8404,2305,209,240,Unknown,Rural,Muslim,ST,Approved
Female,55,Yes,0,Not_Graduate,No,7282,1876,94,60,Clear,Semiurban,Sikh,General,Approved
Male,25,No,2,Graduate,No,4203,0,76,180,Defaulted,Semiurban,Muslim,SC,Rejected
Male,44,Yes,0,Graduate,No,9393,2335,184,60,Clear,Rural,Hindu,General,Approved
Male,23,Yes,3+,Graduate,No,12480,924,201,120,Clear,Semiurban,Sikh,General,Approved
Male,40,Yes,2,Graduate,Yes,1000,2257,30,180,Clear,Rural,Hindu,SC,Approved
Male,40,Yes,3+,Not_Graduate,Yes,1000,2681,155,240,Clear,Rural,Muslim,OBC,Approved
Male,25,No,0,Graduate,No,5410,0,240,180,Defaulted,Urban,Hindu,General,Rejected
Female,35,Yes,3+,Graduate,No,1059,2506,102,360,Clear,Urban,Hindu,General,Rejected
Male,30,No,2,Graduate,Yes,9216,0,212,360,Unknown,Urban,Muslim,OBC,Approved
Female,40,Yes,2,Not_Graduate,No,3198,3845,185,360,Clear,Semiurban,Muslim,OBC,Approved
Male,38,Yes,0,Not_Graduate,Yes,6068,984,226,60,Unknown,Urban,Christian,OBC,Rejected
Male,55,Yes,1,Not_Graduate,No,1041,0,185,60,Clear,Urban,Hindu,SC,Approved
Male,25,No,1,Graduate,No,9043,0,186,360,Clear,Semiurban,Hindu,ST,Approved
Female,59,Yes,3+,Not_Graduate,No,4876,657,212,300,Clear,Semiurban,Hindu,General,Approved
Male,63,No,3+,Not_Graduate,No,8769,0,255,300,Clear,Urban,Sikh,SC,Approved
Male,62,Yes,2,Graduate,No,10012,1203,269,240,Clear,Rural,Hindu,ST,Rejected
Male,31,Yes,0,Graduate,No,3812,2695,77,240,Clear,Rural,Hindu,SC,Approved
Male,52,No,1,Graduate,No,1000,0,20,300,Clear,Rural,Hindu,General,Approved
Male,62,No,3+,Graduate,No,5683,0,83,120,Clear,Semiurban,Muslim,OBC,Rejected
Other,39,No,3+,Graduate,No,3975,0,125,300,Clear,Rural,Muslim,General,Approved
Male,40,Yes,2,Not_Graduate,Yes,1535,0,161,300,Clear,Semiurban,Hindu,General,Approved
Male,48,No,0,Graduate,No,9545,0,165,180,Clear,Semiurban,Christian,General,Approved
Female,40,No,3+,Not_Graduate,No,1593,0,89,180,Clear,Urban,Muslim,OBC,Rejected
Female,24,Yes,2,Not_Graduate,No,7608,3,157,180,Defaulted,Urban,Muslim,General,Rejected
Male,50,No,1,Graduate,No,3566,0,161,240,Unknown,Semiurban,Hindu,General,Rejected
Male,27,Yes,1,Graduate,No,4843,4125,220,300,Unknown,Urban,Muslim,OBC,Rejected
Female,55,No,3+,Graduate,No,10432,0,79,360,Clear,Semiurban,Hindu,OBC,Approved
Male,63,No,3+,Graduate,No,10641,0,301,240,Clear,Rural,Hindu,General,Rejected
Male,32,No,2,Graduate,No,9793,0,182,300,Defaulted,Semiurban,Hindu,OBC,Approved
Other,43,No,3+,Graduate,No,6798,0,68,300,Clear,Semiurban,Hindu,General,Approved
Male,29,Yes,3+,Graduate,Yes,8209,2336,148,120,Defaulted,Urban,Muslim,SC,Rejected
Male,51,Yes,3+,Graduate,No,4544,4030,207,240,Clear,Urban,Muslim,OBC,Rejected
Male,54,No,1,Graduate,No,9708,0,30,240,Clear,Semiurban,Christian,General,Approved
Female,54,Yes,0,Graduate,No,1000,3446,32,240,Unknown,Semiurban,Hindu,General,Approved
Female,48,No,0,Graduate,No,1509,0,97,60,Clear,Semiurban,Hindu,ST,Rejected
Female,29,Yes,1,Not_Graduate,No,6371,752,58,180,Clear,Urban,Christian,ST,Approved
Female,24,Yes,3+,Not_Graduate,No,3254,272,61,180,Clear,Urban,Muslim,OBC,Rejected
Female,50,Yes,1,Graduate,No,6922,2838,21,120,Clear,Semiurban,Muslim,ST,Approved
Female,37,Yes,1,Graduate,No,4297,1908,76,120,Clear,Rural,Hindu,SC,Rejected
Other,60,Yes,2,Not_Graduate,Yes,1109,1490,207,180,Clear,Urban,Sikh,OBC,Rejected
Female,29,Yes,1,Not_Graduate,No,3383,1149,42,240,Defaulted,Rural,Christian,OBC,Rejected
Female,22,Yes,3+,Not_Graduate,No,3858,49,209,360,Clear,Urban,Muslim,OBC,Rejected
Other,31,No,0,Graduate,No,7587,0,204,60,Defaulted,Urban,Hindu,SC,Rejected
Other,57,Yes,0,Graduate,No,8528,813,187,300,Clear,Rural,Other,OBC,Approved
Male,44,No,0,Graduate,No,5747,0,136,180,Defaulted,Semiurban,Sikh,OBC,Rejected
Female,59,No,2,Graduate,Yes,5308,0,82,360,Clear,Rural,Hindu,General,Approved
Male,48,Yes,1,Not_Graduate,No,11293,0,113,120,Clear,Semiurban,Sikh,OBC,Approved
Female,50,No,2,Graduate,No,6948,0,169,240,Unknown,Semiurban,Hindu,OBC,Rejected
Male,55,Yes,1,Not_Graduate,No,3563,267,202,300,Clear,Semiurban,Christian,ST,Rejected
Female,36,Yes,3+,Not_Graduate,No,5394,4892,103,240,Clear,Rural,Hindu,ST,Approved
Male,55,Yes,1,Graduate,Yes,5494,3514,211,240,Defaulted,Urban,Christian,OBC,Rejected
Male,40,Yes,3+,Graduate,No,6637,1045,168,120,Defaulted,Semiurban,Muslim,SC,Rejected
Male,36,Yes,2,Graduate,No,4331,2778,198,120,Unknown,Semiurban,Sikh,General,Approved
Male,32,Yes,1,Graduate,No,12380,2392,45,240,Clear,Urban,Hindu,General,Approved
Male,65,Yes,3+,Not_Graduate,No,5172,4709,134,180,Unknown,Semiurban,Hindu,OBC,Rejected
Male,52,No,3+,Graduate,No,11594,0,240,180,Clear,Semiurban,Muslim,General,Rejected
Male,30,No,1,Graduate,No,3377,0,247,360,Unknown,Rural,Muslim,OBC,Rejected
Male,30,No,2,Graduate,Yes,4668,0,244,300,Clear,Rural,Other,General,Approved
Male,22,Yes,3+,Graduate,No,1000,3771,189,240,Unknown,Rural,Christian,OBC,Rejected
Female,63,Yes,1,Not_Graduate,No,6689,2852,281,300,Clear,Urban,Muslim,SC,Rejected
Male,44,Yes,3+,Graduate,No,12831,1764,143,120,Defaulted,Semiurban,Muslim,OBC,Rejected
Male,44,No,1,Graduate,No,4448,0,202,120,Unknown,Semiurban,Muslim,General,Approved
Male,32,No,3+,Graduate,No,8905,0,51,300,Clear,Urban,Other,SC,Approved
Male,53,Yes,2,Graduate,No,1000,2882,83,60,Clear,Urban,Hindu,ST,Approved
Male,27,Yes,1,Graduate,No,7865,3976,146,180,Defaulted,Semiurban,Christian,General,Approved
Male,29,Yes,2,Graduate,No,7626,1092,61,360,Clear,Semiurban,Hindu,General,Approved
Female,26,Yes,0,Not_Graduate,No,4403,1500,223,240,Defaulted,Semiurban,Hindu,SC,Rejected
Female,46,No,0,Graduate,No,5347,0,242,240,Clear,Semiurban,Hindu,OBC,Approved
Other,42,No,1,Not_Graduate,Yes,5866,0,205,60,Clear,Urban,Hindu,OBC,Approved
Male,38,No,0,Graduate,Yes,9080,0,243,240,Clear,Urban,Christian,ST,Approved
Male,24,Yes,3+,Not_Graduate,No,1305,2501,20,120,Clear,Semiurban,Hindu,OBC,Approved
Female,61,Yes,3+,Not_Graduate,No,4146,3442,175,60,Clear,Semiurban,Christian,SC,Rejected
Male,23,Yes,2,Not_Graduate,No,1000,3117,150,60,Clear,Urban,Muslim,General,Approved
Other,44,Yes,1,Graduate,No,5658,664,166,120,Unknown,Urban,Hindu,OBC,Approved
Female,54,Yes,3+,Graduate,Yes,6520,4969,254,60,Clear,Urban,Hindu,SC,Approved
Female,44,Yes,2,Not_Graduate,No,1000,2052,251,240,Clear,Rural,Hindu,General,Approved
Female,61,No,3+,Graduate,No,1000,0,217,120,Clear,Rural,Hindu,SC,Rejected
Male,41,No,3+,Graduate,Yes,4128,0,176,180,Clear,Semiurban,Muslim,OBC,Approved
Male,26,No,0,Graduate,No,11667,0,179,60,Clear,Semiurban,Hindu,SC,Approved
Male,52,No,1,Graduate,Yes,11667,0,186,240,Clear,Rural,Hindu,General,Approved
Male,56,Yes,2,Not_Graduate,No,9437,2018,231,240,Clear,Rural,Hindu,OBC,Approved
Male,23,No,1,Not_Graduate,No,2444,0,111,180,Clear,Semiurban,Hindu,ST,Rejected
Female,56,Yes,3+,Graduate,No,1000,2612,183,120,Clear,Urban,Hindu,General,Approved
Female,59,Yes,3+,Graduate,No,4385,0,121,240,Clear,Urban,Hindu,OBC,Rejected
Male,37,Yes,1,Graduate,Yes,3984,639,191,300,Clear,Rural,Hindu,OBC,Approved
Male,61,Yes,3+,Graduate,No,8801,1634,222,300,Clear,Urban,Hindu,General,Approved
Female,43,Yes,2,Graduate,No,5082,1117,143,180,Clear,Rural,Hindu,OBC,Approved
Other,22,No,2,Graduate,No,2171,0,86,120,Unknown,Urban,Hindu,OBC,Rejected
Male,27,Yes,3+,Not_Graduate,No,7507,1951,160,180,Defaulted,Urban,Hindu,SC,Rejected
Female,32,Yes,0,Graduate,No,5784,1183,159,240,Clear,Rural,Muslim,General,Approved
Male,62,Yes,1,Graduate,No,8930,2804,231,180,Clear,Urban,Hindu,SC,Rejected
Male,47,Yes,1,Graduate,No,6579,3766,20,300,Clear,Semiurban,Christian,General,Approved
Female,29,No,2,Not_Graduate,No,6113,0,181,120,Clear,Semiurban,Hindu,General,Approved
Male,22,No,2,Graduate,No,10240,0,194,240,Clear,Urban,Hindu,SC,Approved
Male,22,No,3+,Graduate,No,3931,0,199,120,Clear,Semiurban,Hindu,SC,Approved
Other,25,No,3+,Not_Graduate,No,4709,0,20,120,Clear,Rural,Christian,ST,Rejected
Male,49,Yes,3+,Graduate,Yes,14880,925,203,60,Unknown,Semiurban,Muslim,OBC,Approved
Male,24,Yes,1,Not_Graduate,Yes,5394,1501,134,120,Clear,Urban,Muslim,ST,Rejected
Female,24,No,1,Not_Graduate,No,7458,0,146,120,Clear,Semiurban,Christian,General,Approved
Male,29,Yes,2,Graduate,No,3839,2538,147,300,Clear,Rural,Christian,SC,Approved
Female,27,Yes,3+,Not_Graduate,No,2919,1809,122,180,Clear,Semiurban,Muslim,OBC,Approved
Female,25,No,1,Graduate,No,4520,0,192,240,Clear,Semiurban,Hindu,OBC,Approved
Male,29,No,3+,Graduate,No,1928,0,306,120,Unknown,Rural,Muslim,General,Approved
Male,57,Yes,0,Graduate,No,16046,2994,238,180,Unknown,Semiurban,Muslim,General,Approved
Male,40,Yes,1,Graduate,No,5734,1638,87,300,Clear,Urban,Christian,SC,Approved
Male,31,Yes,3+,Graduate,No,10309,2047,47,240,Defaulted,Rural,Other,OBC,Rejected
Female,62,Yes,2,Graduate,No,6133,2596,146,60,Clear,Urban,Hindu,OBC,Approved
Male,52,Yes,0,Not_Graduate,No,5290,1631,315,360,Clear,Rural,Hindu,OBC,Approved
Male,28,No,0,Graduate,No,3562,0,234,120,Clear,Rural,Muslim,OBC,Approved
Male,58,No,0,Not_Graduate,No,7315,0,120,300,Defaulted,Urban,Christian,General,Approved
Male,27,No,2,Graduate,No,1028,0,145,360,Clear,Urban,Hindu,OBC,Approved
Female,22,No,3+,Not_Graduate,No,5538,0,181,360,Clear,Urban,Muslim,SC,Approved
Female,23,No,3+,Graduate,No,7833,0,132,300,Clear,Semiurban,Hindu,General,Approved
Other,64,No,1,Graduate,Yes,6657,0,206,360,Clear,Semiurban,Christian,General,Approved
Female,33,No,2,Not_Graduate,No,7720,0,126,60,Clear,Semiurban,Muslim,OBC,Approved
Male,45,Yes,1,Graduate,Yes,1000,926,237,360,Clear,Rural,Muslim,OBC,Approved
Male,59,Yes,3+,Not_Graduate,No,5587,114,69,300,Clear,Rural,Christian,OBC,Approved
Male,23,No,2,Graduate,No,1000,0,58,60,Clear,Semiurban,Hindu,SC,Approved
Female,53,Yes,3+,Graduate,No,6550,256,66,300,Clear,Urban,Hindu,OBC,Approved
Male,27,Yes,3+,Not_Graduate,No,3617,2280,93,180,Clear,Urban,Hindu,ST,Approved
Female,59,Yes,0,Graduate,No,8848,371,241,360,Clear,Semiurban,Christian,General,Approved
Male,61,Yes,0,Not_Graduate,No,5176,965,119,60,Clear,Urban,Hindu,General,Approved
Male,49,Yes,0,Graduate,No,12253,5561,265,60,Clear,Semiurban,Other,SC,Approved
Female,45,No,0,Not_Graduate,No,5836,0,191,240,Clear,Semiurban,Hindu,OBC,Approved
Other,29,Yes,0,Graduate,Yes,5287,3651,20,240,Unknown,Semiurban,Muslim,OBC,Approved
Female,50,Yes,3+,Not_Graduate,No,7954,0,81,300,Clear,Rural,Christian,OBC,Approved
Male,47,Yes,1,Graduate,No,9376,4045,130,300,Clear,Rural,Muslim,OBC,Approved
Male,59,Yes,3+,Not_Graduate,No,5264,4333,106,180,Clear,Semiurban,Sikh,General,Approved
Female,38,No,1,Graduate,No,11719,0,281,60,Clear,Urban,Hindu,ST,Approved
Male,26,Yes,0,Graduate,Yes,1000,2744,247,360,Clear,Urban,Muslim,SC,Approved
Male,55,No,0,Graduate,No,4908,0,174,120,Clear,Rural,Sikh,General,Approved
Male,28,No,3+,Graduate,No,7880,0,273,180,Defaulted,Semiurban,Sikh,SC,Rejected
Male,65,Yes,1,Graduate,No,6504,1800,132,240,Clear,Rural,Other,ST,Approved
Female,44,Yes,2,Graduate,No,5105,677,44,180,Defaulted,Urban,Hindu,OBC,Approved
Male,31,Yes,2,Graduate,No,1000,3293,89,60,Clear,Urban,Christian,SC,Approved
Male,31,No,1,Graduate,No,12448,0,49,120,Clear,Urban,Hindu,General,Approved
Female,23,Yes,3+,Graduate,Yes,3980,3210,127,120,Clear,Semiurban,Muslim,General,Approved
Male,29,No,3+,Graduate,No,4273,0,95,120,Clear,Semiurban,Hindu,OBC,Approved
Male,33,Yes,0,Not_Graduate,No,2068,0,279,60,Clear,Rural,Sikh,SC,Rejected
Female,45,No,3+,Graduate,No,1222,0,289,180,Clear,Urban,Muslim,General,Rejected
Male,43,Yes,2,Graduate,No,1000,4136,106,60,Clear,Rural,Sikh,ST,Approved
Female,60,No,1,Not_Graduate,No,2577,0,126,240,Clear,Semiurban,Hindu,General,Rejected
Male,59,Yes,0,Graduate,No,12915,2180,82,360,Unknown,Urban,Christian,OBC,Approved
Female,57,Yes,1,Not_Graduate,No,6320,0,47,360,Clear,Urban,Christian,OBC,Approved
Male,60,Yes,1,Graduate,No,7649,2998,236,120,Clear,Rural,Hindu,General,Approved
Male,28,Yes,3+,Graduate,No,12755,0,209,120,Clear,Urban,Muslim,OBC,Rejected
Male,47,Yes,1,Graduate,No,11003,2713,139,240,Clear,Semiurban,Hindu,SC,Approved
Other,34,Yes,1,Not_Graduate,No,7099,0,178,180,Clear,Rural,Hindu,SC,Approved
Female,40,Yes,2,Graduate,No,4238,1017,43,120,Clear,Urban,Hindu,SC,Approved
Male,28,Yes,1,Not_Graduate,No,1687,0,63,300,Unknown,Semiurban,Hindu,SC,Approved
Male,54,Yes,0,Graduate,No,5325,4813,228,60,Clear,Semiurban,Christian,OBC,Rejected
Female,50,Yes,0,Graduate,No,5968,2177,93,360,Clear,Urban,Christian,SC,Approved
Female,33,No,3+,Graduate,No,4092,0,113,120,Clear,Urban,Muslim,SC,Approved
Other,45,Yes,0,Graduate,No,7987,504,137,300,Clear,Urban,Hindu,ST,Rejected
Female,38,No,2,Graduate,No,10902,0,213,360,Clear,Urban,Hindu,OBC,Approved
Male,63,Yes,0,Graduate,No,9073,2238,148,180,Clear,Semiurban,Sikh,SC,Approved
Other,43,Yes,1,Not_Graduate,No,7284,4122,238,300,Defaulted,Urban,Muslim,SC,Rejected
Male,41,No,0,Not_Graduate,No,3588,0,33,240,Unknown,Semiurban,Muslim,ST,Rejected
Male,60,Yes,2,Graduate,No,7394,3734,182,360,Clear,Urban,Christian,OBC,Rejected
Male,35,Yes,0,Not_Graduate,No,1000,0,211,360,Clear,Urban,Sikh,OBC,Approved
Female,32,Yes,3+,Not_Graduate,No,7682,1072,267,120,Clear,Rural,Hindu,SC,Rejected
Male,57,Yes,0,Graduate,No,3474,2096,118,240,Defaulted,Semiurban,Muslim,General,Rejected
Female,23,Yes,0,Graduate,No,7416,513,39,120,Clear,Urban,Christian,General,Approved
Male,23,Yes,2,Graduate,Yes,13997,568,25,300,Clear,Urban,Christian,General,Approved
Female,38,Yes,0,Graduate,No,10998,872,118,300,Clear,Semiurban,Hindu,General,Approved
Female,36,Yes,3+,Graduate,No,11014,3082,141,360,Clear,Urban,Other,OBC,Approved
Male,55,Yes,3+,Not_Graduate,No,4793,0,165,300,Clear,Semiurban,Other,SC,Approved
Male,23,Yes,0,Graduate,No,10721,1315,267,240,Clear,Semiurban,Hindu,ST,Rejected
Male,35,Yes,1,Graduate,Yes,3624,4626,38,60,Clear,Semiurban,Christian,General,Approved
Female,65,Yes,3+,Not_Graduate,No,4739,2481,30,240,Defaulted,Urban,Hindu,SC,Rejected
Male,21,No,0,Graduate,No,8118,0,20,180,Defaulted,Semiurban,Hindu,ST,Approved
Male,23,Yes,1,Not_Graduate,No,15266,138,180,360,Defaulted,Semiurban,Muslim,ST,Rejected
Male,41,Yes,2,Graduate,No,3685,2871,90,180,Clear,Semiurban,Hindu,General,Rejected
Female,58,No,2,Graduate,No,6759,0,155,360,Unknown,Semiurban,Hindu,OBC,Approved
Male,46,No,1,Not_Graduate,No,7245,0,199,60,Clear,Semiurban,Hindu,General,Approved
Female,36,Yes,0,Graduate,No,5411,0,202,300,Clear,Rural,Christian,General,Approved
Male,43,Yes,2,Graduate,No,5395,2937,152,240,Unknown,Urban,Christian,General,Approved
Female,36,No,2,Graduate,No,8604,0,236,300,Clear,Rural,Hindu,General,Approved
Male,21,No,0,Graduate,No,7274,0,20,180,Clear,Semiurban,Other,General,Approved
Female,31,No,0,Graduate,No,6801,0,143,180,Clear,Semiurban,Christian,OBC,Approved
Male,46,Yes,1,Not_Graduate,Yes,9903,3915,183,60,Clear,Semiurban,Other,OBC,Approved
Male,48,Yes,3+,Graduate,No,1376,3082,133,300,Clear,Semiurban,Hindu,OBC,Approved
Male,28,Yes,2,Graduate,Yes,4844,2187,240,120,Clear,Rural,Hindu,OBC,Rejected
Female,23,No,3+,Graduate,No,6893,0,127,300,Clear,Urban,Hindu,OBC,Approved
Male,48,Yes,0,Graduate,No,3424,0,165,60,Unknown,Rural,Muslim,SC,Rejected
Male,41,Yes,2,Graduate,No,8882,0,140,240,Clear,Rural,Muslim,OBC,Approved
Male,48,No,2,Graduate,Yes,4998,0,149,360,Defaulted,Rural,Muslim,SC,Rejected
Male,27,No,3+,Graduate,Yes,11582,0,313,120,Clear,Semiurban,Hindu,General,Approved
Female,32,No,0,Graduate,No,4725,0,20,300,Clear,Urban,Hindu,SC,Rejected
Female,49,Yes,3+,Graduate,Yes,7292,258,266,120,Unknown,Rural,Other,OBC,Approved
Male,44,Yes,2,Graduate,No,6420,0,142,300,Clear,Urban,Christian,OBC,Approved
Male,42,Yes,0,Graduate,Yes,9442,2827,20,360,Clear,Rural,Hindu,OBC,Approved
Male,35,Yes,0,Not_Graduate,No,10632,2058,293,240,Clear,Urban,Hindu,General,Approved
Male,47,Yes,0,Graduate,No,15629,0,139,60,Clear,Semiurban,Hindu,General,Approved
Male,51,Yes,2,Not_Graduate,No,8755,1861,226,240,Defaulted,Urban,Hindu,OBC,Rejected
Female,63,No,0,Graduate,No,5914,0,161,300,Unknown,Semiurban,Hindu,OBC,Approved
Female,42,No,2,Graduate,Yes,6008,0,110,240,Defaulted,Rural,Christian,SC,Rejected
Male,50,No,1,Graduate,No,10711,0,180,60,Clear,Urban,Hindu,SC,Approved
Male,37,Yes,0,Graduate,No,3011,2680,221,120,Unknown,Urban,Hindu,OBC,Approved
Male,54,Yes,2,Graduate,No,8291,2526,160,360,Clear,Semiurban,Christian,OBC,Approved
Male,42,No,1,Graduate,No,4764,0,192,120,Unknown,Semiurban,Christian,General,Approved
Female,29,Yes,2,Not_Graduate,No,4598,3547,205,300,Clear,Rural,Muslim,OBC,Rejected
Male,45,Yes,0,Not_Graduate,Yes,5610,0,220,120,Clear,Rural,Muslim,General,Approved
Female,35,Yes,2,Graduate,No,4539,3388,209,240,Clear,Rural,Sikh,OBC,Approved
Other,21,No,1,Graduate,No,6210,0,249,180,Clear,Urban,Hindu,SC,Approved
Female,41,Yes,3+,Graduate,No,1000,2585,224,180,Clear,Urban,Muslim,OBC,Rejected
Male,62,No,0,Not_Graduate,Yes,2728,0,129,120,Clear,Rural,Hindu,SC,Approved
Female,51,No,0,Graduate,No,4359,0,178,60,Clear,Rural,Hindu,OBC,Approved
Male,52,No,1,Graduate,Yes,8789,0,102,120,Clear,Urban,Hindu,OBC,Approved
Male,59,No,3+,Graduate,No,11498,0,198,60,Clear,Urban,Christian,General,Approved
Male,48,Yes,2,Graduate,No,11836,969,122,120,Clear,Urban,Sikh,General,Approved
Other,23,Yes,3+,Graduate,No,9628,1101,117,300,Clear,Rural,Muslim,SC,Rejected
Male,64,No,3+,Graduate,No,9445,0,20,180,Unknown,Urban,Other,OBC,Approved
Male,64,No,2,Graduate,No,9207,0,122,60,Defaulted,Rural,Muslim,General,Rejected
Female,26,No,2,Graduate,No,10685,0,152,360,Clear,Semiurban,Other,OBC,Approved
Female,24,No,1,Graduate,No,8034,0,201,60,Unknown,Semiurban,Christian,OBC,Rejected
Female,33,Yes,0,Graduate,No,3310,1943,98,180,Defaulted,Rural,Hindu,General,Rejected
Male,47,Yes,3+,Graduate,No,12635,3760,101,180,Unknown,Rural,Christian,General,Rejected
Female,29,Yes,3+,Not_Graduate,No,4972,0,350,360,Clear,Rural,Christian,General,Rejected
Female,51,Yes,3+,Not_Graduate,No,5529,0,104,180,Defaulted,Semiurban,Hindu,OBC,Rejected
Male,21,Yes,2,Not_Graduate,No,3027,3610,20,180,Clear,Semiurban,Hindu,ST,Rejected
Male,24,No,2,Graduate,No,1000,0,100,240,Unknown,Urban,Hindu,OBC,Rejected
Male,32,Yes,2,Graduate,No,1327,1503,198,120,Defaulted,Semiurban,Christian,OBC,Rejected
Male,50,No,0,Graduate,No,1000,0,191,360,Clear,Semiurban,Other,OBC,Approved
Male,65,Yes,2,Graduate,No,10596,3424,141,360,Defaulted,Urban,Hindu,OBC,Rejected
Male,55,Yes,2,Not_Graduate,Yes,7456,1541,200,240,Clear,Semiurban,Muslim,SC,Rejected
Male,39,No,2,Graduate,Yes,6972,0,235,60,Clear,Semiurban,Muslim,SC,Rejected
Female,63,Yes,1,Graduate,No,1986,2047,55,180,Clear,Semiurban,Christian,OBC,Approved
Female,64,No,2,Graduate,No,3820,0,140,240,Clear,Semiurban,Muslim,General,Approved
Female,47,Yes,3+,Graduate,No,6479,2901,143,360,Clear,Semiurban,Hindu,OBC,Approved
Male,31,No,1,Graduate,Yes,16136,0,20,240,Unknown,Urban,Hindu,General,Approved
Male,32,Yes,2,Not_Graduate,Yes,7380,0,96,60,Defaulted,Rural,Christian,OBC,Approved
Other,32,Yes,2,Graduate,No,11022,1650,73,240,Clear,Semiurban,Hindu,General,Approved
Male,60,No,2,Graduate,No,4625,0,163,300,Clear,Rural,Hindu,General,Approved
Female,57,Yes,3+,Graduate,No,7564,4488,119,360,Unknown,Urban,Hindu,OBC,Approved
Male,53,No,1,Not_Graduate,No,7848,0,158,300,Unknown,Urban,Christian,OBC,Approved
Male,65,Yes,2,Graduate,No,2435,1869,229,240,Clear,Urban,Hindu,General,Approved
Female,26,No,3+,Not_Graduate,No,7385,0,223,300,Clear,Rural,Hindu,OBC,Approved
Male,40,No,1,Graduate,No,10117,0,180,360,Clear,Rural,Muslim,ST,Rejected
Male,21,No,0,Not_Graduate,No,7344,0,197,120,Clear,Semiurban,Christian,General,Rejected
Male,39,Yes,2,Graduate,No,6378,2117,157,360,Unknown,Rural,Hindu,OBC,Approved
Female,55,Yes,0,Graduate,No,2634,1268,146,300,Unknown,Urban,Hindu,OBC,Approved
Male,47,Yes,1,Graduate,No,10780,651,20,180,Clear,Urban,Christian,General,Approved
Male,29,No,1,Not_Graduate,No,5303,0,127,60,Defaulted,Rural,Christian,OBC,Approved
Other,56,Yes,2,Graduate,No,11195,3336,158,360,Unknown,Urban,Hindu,General,Rejected
Female,61,Yes,2,Not_Graduate,No,1000,779,182,240,Clear,Rural,Muslim,SC,Approved
Male,54,No,3+,Graduate,No,11895,0,121,180,Clear,Urban,Hindu,ST,Rejected
Male,52,Yes,3+,Graduate,No,6548,3602,51,360,Clear,Semiurban,Sikh,SC,Approved
Male,27,Yes,3+,Not_Graduate,No,2970,2712,83,60,Unknown,Rural,Muslim,OBC,Rejected
