enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,looking_for_job_change
8097,city_45,0.89,Male,Has relevent experience,no_enrollment,High School,Unknown,12,500-999,Pvt Ltd,>4,188,No
19225,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,19,No
28013,city_118,0.722,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Unknown,1,36,No
22883,city_73,0.754,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,never,89,No
17000,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,>4,101,No
13427,city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,8,1000-4999,Pvt Ltd,4,103,No
374,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Public Sector,2,27,No
27948,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,7,No
21079,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Unknown,NGO,1,17,No
30420,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,10000+,Public Sector,1,17,No
10998,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10/49,Funded Startup,2,146,No
19317,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,>4,91,No
897,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,2,102,No
109,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,14,1000-4999,Pvt Ltd,>4,80,No
615,city_67,0.855,Male,Has relevent experience,Part time course,Graduate,STEM,4,<10,Pvt Ltd,1,141,No
5634,city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,2,298,No
10848,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,19,10000+,Pvt Ltd,>4,53,No
11599,city_50,0.895999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,1,28,No
13727,city_173,0.878,Male,Has relevent experience,Unknown,High School,Unknown,5,50-99,Pvt Ltd,1,36,No
27195,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,>4,26,No
15264,city_103,0.92,Unknown,No relevent experience,Full time course,Graduate,STEM,10,Unknown,Unknown,never,278,No
2081,city_67,0.855,Male,Has relevent experience,Part time course,Graduate,STEM,9,Unknown,Pvt Ltd,1,62,No
1047,city_40,0.775999999999999,Male,Has relevent experience,no_enrollment,High School,Unknown,19,Unknown,Unknown,1,72,No
8881,city_103,0.92,Unknown,Has relevent experience,no_enrollment,High School,Unknown,>20,Unknown,Unknown,>4,33,No
20541,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Unknown,1,37,No
17580,city_44,0.725,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Unknown,Unknown,1,61,No
10017,city_114,0.925999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,67,No
2669,city_162,0.767,Unknown,No relevent experience,Unknown,Unknown,Unknown,<1,Unknown,Pvt Ltd,never,9,No
30818,city_114,0.925999999999999,Male,No relevent experience,Full time course,High School,Unknown,9,Unknown,Unknown,never,122,No
4196,city_160,0.92,Unknown,No relevent experience,Full time course,High School,Unknown,1,Unknown,Unknown,never,67,No
1297,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,4,86,No
4009,city_65,0.802,Male,No relevent experience,Full time course,Graduate,STEM,4,Unknown,Unknown,never,134,No
28424,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,>4,158,No
2726,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,1,119,No
11099,city_11,0.55,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,Unknown,1000-4999,Unknown,Unknown,46,No
29614,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Funded Startup,1,180,No
2571,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,11,No
32721,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,7,Unknown,Public Sector,Unknown,11,No
25403,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,100-500,Pvt Ltd,1,168,No
3913,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,50-99,Funded Startup,4,43,No
9216,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,114,No
13390,city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Public Sector,Unknown,55,No
29607,city_104,0.924,Unknown,Has relevent experience,no_enrollment,Graduate,Arts,10,10/49,Pvt Ltd,1,43,No
24336,city_16,0.91,Unknown,No relevent experience,no_enrollment,Primary School,Unknown,3,Unknown,Unknown,never,48,No
7246,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Other,18,Unknown,Unknown,1,136,No
24397,city_21,0.624,Female,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,3,86,No
21608,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,13,500-999,Pvt Ltd,>4,5,No
31581,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,1,100-500,Pvt Ltd,1,100,No
18653,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,>4,10,No
6046,city_114,0.925999999999999,Male,No relevent experience,Full time course,Graduate,STEM,12,Unknown,Unknown,4,224,No
20606,city_19,0.682,Unknown,No relevent experience,Full time course,Graduate,STEM,3,Unknown,Unknown,Unknown,78,No
31864,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,1,Unknown,Unknown,never,63,No
22878,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Public Sector,>4,29,No
8246,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Pvt Ltd,1,224,No
9538,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,320,No
5761,city_50,0.895999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,109,No
15692,city_136,0.897,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Early Stage Startup,1,8,No
18704,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Funded Startup,2,288,No
5880,city_64,0.665999999999999,Female,Has relevent experience,Part time course,Graduate,STEM,5,<10,Early Stage Startup,never,15,No
19356,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,4,65,No
25009,city_28,0.939,Male,No relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1,40,No
10599,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,never,108,No
30400,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,51,No
30170,city_136,0.897,Male,Has relevent experience,no_enrollment,Unknown,Unknown,>20,Unknown,Unknown,1,15,No
5470,city_53,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,4,84,No
33256,city_70,0.698,Male,No relevent experience,Full time course,Graduate,STEM,2,Unknown,Unknown,2,106,No
18253,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,>4,33,No
13864,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,1,51,No
1533,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,2,106,No
12969,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,50-99,Pvt Ltd,3,37,No
20341,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,1,47,No
26092,city_71,0.884,Male,Has relevent experience,Part time course,Graduate,STEM,9,10/49,Pvt Ltd,3,65,No
31548,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,2,174,No
10885,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,4,31,No
29290,city_152,0.698,Male,No relevent experience,Full time course,Masters,STEM,11,Unknown,Public Sector,2,42,No
11505,city_16,0.91,Unknown,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,80,No
32986,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,45,No
13824,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,Unknown,17,10000+,Pvt Ltd,>4,22,No
27457,city_83,0.922999999999999,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,83,No
27500,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,2,55,No
18938,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,7,100-500,Pvt Ltd,3,54,No
7367,city_142,0.727,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,34,No
30393,city_71,0.884,Male,Has relevent experience,no_enrollment,Primary School,Unknown,>20,10/49,Pvt Ltd,1,9,No
31885,city_100,0.887,Male,No relevent experience,no_enrollment,Graduate,Humanities,15,100-500,Public Sector,>4,86,No
12713,city_114,0.925999999999999,Unknown,Has relevent experience,no_enrollment,Phd,Humanities,1,50-99,Pvt Ltd,1,10,No
31115,city_21,0.624,Male,Has relevent experience,Unknown,Graduate,STEM,7,10/49,Funded Startup,1,152,No
17227,city_80,0.847,Male,No relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,never,9,No
33196,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,500-999,Pvt Ltd,2,42,No
27227,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,1,119,No
445,city_162,0.767,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,>4,26,No
12253,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,45,No
6977,city_61,0.912999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,22,No
20444,city_114,0.925999999999999,Male,No relevent experience,Unknown,Graduate,STEM,5,<10,Pvt Ltd,1,66,No
8476,city_101,0.557999999999999,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,33,No
7921,city_16,0.91,Unknown,No relevent experience,Part time course,Graduate,STEM,5,50-99,Unknown,1,82,No
26907,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,2,47,No
3655,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,never,84,No
16846,city_103,0.92,Unknown,No relevent experience,no_enrollment,Graduate,Humanities,17,50-99,Pvt Ltd,>4,31,No
24696,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,228,No
5483,city_67,0.855,Female,No relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,35,No
30050,city_100,0.887,Male,No relevent experience,no_enrollment,High School,Unknown,>20,10000+,Pvt Ltd,>4,33,No
31120,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,4,No
22014,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,50,No
26652,city_103,0.92,Male,Has relevent experience,Part time course,High School,Unknown,5,10/49,Unknown,1,122,No
21484,city_11,0.55,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,14,Unknown,Unknown,1,10,No
918,city_30,0.698,Unknown,Has relevent experience,Part time course,Graduate,STEM,7,50-99,Pvt Ltd,2,12,No
272,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,6,Unknown,Unknown,2,30,No
6760,city_136,0.897,Unknown,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,7,No
31271,city_77,0.83,Male,Has relevent experience,no_enrollment,Graduate,No Major,6,100-500,Unknown,1,304,No
30027,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,100-500,Pvt Ltd,2,6,No
25260,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Humanities,>20,100-500,Public Sector,>4,38,No
10698,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,2,32,No
24767,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,79,No
28051,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,3,77,No
767,city_103,0.92,Unknown,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,2,218,No
5055,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,Unknown,4,Unknown,Pvt Ltd,never,6,No
3612,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,11,No
19599,city_105,0.794,Male,Has relevent experience,Unknown,Unknown,Unknown,10,100-500,Pvt Ltd,2,43,No
29760,city_16,0.91,Male,Has relevent experience,Part time course,High School,Unknown,4,<10,Unknown,1,16,No
20966,city_73,0.754,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,Unknown,156,No
26204,city_61,0.912999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,5000-9999,Public Sector,>4,9,No
3985,city_16,0.91,Unknown,No relevent experience,no_enrollment,High School,Unknown,4,10/49,Pvt Ltd,1,13,No
11222,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,never,42,No
16296,city_149,0.689,Unknown,No relevent experience,Full time course,High School,Unknown,4,Unknown,Unknown,never,11,No
4297,city_75,0.939,Male,No relevent experience,Full time course,High School,Unknown,4,Unknown,Pvt Ltd,never,40,No
6589,city_83,0.922999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,1,40,No
20528,city_136,0.897,Male,Has relevent experience,Full time course,Masters,STEM,5,10000+,Pvt Ltd,1,134,No
5134,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,4,104,No
16537,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Unknown,>4,134,No
24329,city_114,0.925999999999999,Male,No relevent experience,Part time course,Graduate,STEM,2,<10,Unknown,never,184,No
2475,city_65,0.802,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Pvt Ltd,1,4,No
316,city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,3,Unknown,Pvt Ltd,never,56,No
4229,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,1,30,No
31875,city_136,0.897,Unknown,No relevent experience,Full time course,Graduate,STEM,4,Unknown,Unknown,1,13,No
16271,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,never,23,No
23129,city_103,0.92,Unknown,No relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,Unknown,104,No
29682,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,8,Unknown,Unknown,2,55,No
29770,city_83,0.922999999999999,Female,No relevent experience,Full time course,Graduate,STEM,4,10000+,Unknown,1,206,No
15875,city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,3,Unknown,Unknown,2,4,No
6763,city_100,0.887,Male,Has relevent experience,Full time course,Graduate,STEM,10,100-500,Pvt Ltd,>4,116,No
17199,city_23,0.899,Unknown,Has relevent experience,Part time course,Graduate,STEM,11,50-99,Pvt Ltd,2,151,No
10210,city_99,0.915,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Early Stage Startup,1,69,No
21123,city_162,0.767,Unknown,No relevent experience,Full time course,High School,Unknown,4,Unknown,Unknown,never,32,No
33330,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,1,32,No
21563,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,1,36,No
29034,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,NGO,2,163,No
1801,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,65,No
28750,city_2,0.787999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,126,No
5615,city_19,0.682,Male,No relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,11,No
19572,city_102,0.804,Male,No relevent experience,no_enrollment,Masters,Business Degree,7,50-99,Pvt Ltd,1,20,No
31374,city_57,0.866,Male,Has relevent experience,Full time course,Graduate,STEM,9,<10,Pvt Ltd,3,44,No
15147,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,23,No
22397,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,70,No
19215,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,10,10000+,Pvt Ltd,1,57,No
13038,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,1,68,No
5794,city_16,0.91,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,1,12,No
29041,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,5000-9999,Pvt Ltd,>4,122,No
22503,city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,3,Unknown,Unknown,Unknown,72,No
24349,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Pvt Ltd,3,8,No
14996,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,39,No
3248,city_102,0.804,Male,No relevent experience,no_enrollment,High School,Unknown,4,Unknown,Pvt Ltd,never,94,No
7062,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,>4,34,No
31488,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,3,64,No
5996,city_16,0.91,Male,No relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,>4,13,No
349,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,21,No
19841,city_114,0.925999999999999,Unknown,Has relevent experience,Part time course,High School,Unknown,8,1000-4999,Pvt Ltd,1,102,No
30091,city_114,0.925999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,29,No
653,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,157,No
25743,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,10/49,Pvt Ltd,>4,37,No
30147,city_61,0.912999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,7,Unknown,Unknown,1,10,No
2710,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,12,No
13256,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Unknown,Unknown,2,15,No
21042,city_103,0.92,Unknown,Has relevent experience,Full time course,Graduate,STEM,Unknown,50-99,Funded Startup,>4,24,No
7858,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,Humanities,3,100-500,Pvt Ltd,3,61,No
32611,city_138,0.836,Male,No relevent experience,Unknown,High School,Unknown,9,Unknown,Unknown,never,36,No
15602,city_103,0.92,Unknown,No relevent experience,Unknown,Unknown,Unknown,6,Unknown,Unknown,never,8,No
21512,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Pvt Ltd,>4,67,No
7661,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Business Degree,7,100-500,Funded Startup,1,39,No
4547,city_50,0.895999999999999,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,Unknown,Unknown,>4,47,No
32490,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,1,64,No
7099,city_16,0.91,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,282,No
29451,city_67,0.855,Male,Has relevent experience,Part time course,High School,Unknown,9,100-500,Pvt Ltd,1,50,No
12201,city_90,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Pvt Ltd,>4,26,No
4558,city_115,0.789,Unknown,No relevent experience,no_enrollment,High School,Unknown,<1,Unknown,Pvt Ltd,never,15,No
2461,city_75,0.939,Male,No relevent experience,no_enrollment,High School,Unknown,3,Unknown,Pvt Ltd,never,13,No
19427,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,1,48,No
20342,city_75,0.939,Male,No relevent experience,no_enrollment,Graduate,STEM,5,Unknown,Unknown,1,106,No
12511,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,9,500-999,Pvt Ltd,1,46,No
22860,city_67,0.855,Male,No relevent experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,1,78,No
186,city_118,0.722,Male,No relevent experience,Full time course,Graduate,Humanities,6,Unknown,Unknown,2,162,No
20277,city_103,0.92,Unknown,No relevent experience,Part time course,Graduate,STEM,<1,100-500,Unknown,never,74,No
7234,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Early Stage Startup,1,89,No
3507,city_16,0.91,Unknown,Has relevent experience,no_enrollment,High School,Unknown,>20,100-500,Pvt Ltd,>4,77,No
29880,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,10,No
19580,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Funded Startup,1,20,No
17244,city_16,0.91,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Pvt Ltd,>4,56,No
32998,city_28,0.939,Male,No relevent experience,no_enrollment,Graduate,Business Degree,14,1000-4999,Pvt Ltd,>4,100,No
13584,city_114,0.925999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,4,57,No
25813,city_99,0.915,Male,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,Public Sector,1,31,No
10440,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,2,No
24069,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,4,No
32223,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,Arts,2,500-999,Unknown,1,96,No
20748,city_136,0.897,Unknown,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,1,27,No
19364,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,8,10000+,Pvt Ltd,1,100,No
1265,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Funded Startup,1,76,No
3702,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,Unknown,6,10/49,Pvt Ltd,>4,62,No
31821,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,21,No
6655,city_67,0.855,Unknown,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Early Stage Startup,3,81,No
23760,city_149,0.689,Male,No relevent experience,Full time course,High School,Unknown,2,Unknown,Unknown,never,12,No
191,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,48,No
13683,city_23,0.899,Male,Has relevent experience,no_enrollment,High School,Unknown,5,50-99,Pvt Ltd,2,34,No
25103,city_83,0.922999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,1,21,No
7492,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,1,56,No
14138,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,19,100-500,Public Sector,>4,149,No
10878,city_98,0.949,Male,Has relevent experience,no_enrollment,High School,Unknown,2,Unknown,Unknown,1,20,No
24561,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,>4,91,No
14413,city_165,0.903,Unknown,Has relevent experience,Full time course,Masters,Humanities,9,<10,Pvt Ltd,>4,100,No
9458,city_105,0.794,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,3,34,No
13229,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,72,No
1331,city_41,0.827,Male,Has relevent experience,Full time course,Masters,STEM,7,500-999,Funded Startup,2,92,No
3694,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,114,No
27339,city_21,0.624,Unknown,No relevent experience,Full time course,Graduate,STEM,<1,Unknown,Pvt Ltd,1,154,No
23847,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,Unknown,4,Unknown,Unknown,never,15,No
3152,city_116,0.743,Male,No relevent experience,Full time course,Graduate,STEM,5,<10,Early Stage Startup,1,304,No
17510,city_114,0.925999999999999,Male,No relevent experience,no_enrollment,High School,Unknown,8,Unknown,Unknown,never,124,No
16049,city_103,0.92,Unknown,Has relevent experience,Full time course,High School,Unknown,2,Unknown,Unknown,1,41,No
28573,city_74,0.579,Unknown,Has relevent experience,Unknown,Graduate,STEM,6,50-99,Pvt Ltd,1,56,No
7736,city_90,0.698,Male,Has relevent experience,no_enrollment,High School,Unknown,7,<10,Funded Startup,1,48,No
27328,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,2,10000+,Pvt Ltd,1,55,No
30448,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,Other,4,Unknown,Unknown,1,146,No
1814,city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,Unknown,Unknown,1,44,No
30454,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Unknown,3,85,No
20016,city_16,0.91,Unknown,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,2,68,No
29754,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,7,10/49,Funded Startup,1,25,No
1987,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,500-999,Pvt Ltd,1,22,No
29470,city_136,0.897,Male,No relevent experience,Full time course,Unknown,Unknown,5,Unknown,Unknown,1,210,No
27725,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,4,33,No
