defendant_id,age,sex,race,prior_offenses,offense_severity,employment_status,education,marital_status,substance_abuse,mental_health,neighborhood_crime_rate,bail_amount,time_served_months,recidivism_risk,low_risk_approved
302345,70,Male,White,8,Felony_Mid,Part-time,Graduate,Single,Yes,No,44.1,4873,60,High,No
302346,42,Male,White,2,Misdemeanor,Employed,Bachelors,Married,No,No,45,1834,20,Low,No
302347,43,Male,White,7,Misdemeanor,Employed,High_School,Widowed,No,Yes,40.8,967,60,High,No
302348,55,Male,White,6,Felony_Low,Unemployed,Some_College,Married,No,No,34,8251,19,High,No
302349,61,Male,Hispanic,11,Felony_Low,Employed,Bachelors,Widowed,No,No,97.5,500,0,High,No
302350,33,Male,Black,1,Felony_Mid,Self-employed,Some_College,Divorced,No,Yes,22,500,15,High,No
302351,23,Female,Black,10,Felony_Low,Self-employed,Some_College,Married,No,No,85.2,10421,5,High,No
302352,35,Female,White,4,Misdemeanor,Employed,High_School,Divorced,Yes,No,29,6785,35,High,Yes
302353,51,Male,Black,0,Misdemeanor,Unemployed,Graduate,Widowed,No,No,46.5,8147,33,High,No
302354,47,Male,White,9,Felony_Low,Part-time,Some_College,Widowed,No,No,81,1729,13,High,No
302355,48,Male,White,3,Felony_High,Unemployed,No_HS,Widowed,Yes,No,43,1674,49,High,No
302356,38,Male,Asian,12,Misdemeanor,Employed,Graduate,Single,No,No,82,8041,6,High,No
302357,50,Male,White,7,Misdemeanor,Employed,Bachelors,Married,Yes,No,14.9,500,8,High,No
302358,27,Male,White,9,Felony_Mid,Unemployed,High_School,Single,No,Yes,63.1,1850,39,High,Yes
302359,36,Male,White,3,Felony_Low,Employed,Graduate,Widowed,No,No,60.9,500,37,High,No
302360,33,Female,White,1,Felony_Low,Unemployed,Bachelors,Married,Yes,No,54.3,10232,40,Medium,Yes
302361,69,Male,Black,9,Misdemeanor,Unemployed,Some_College,Single,No,No,30.2,9897,16,High,No
302362,42,Male,White,10,Misdemeanor,Unemployed,Bachelors,Married,No,No,13,4174,32,High,No
302363,50,Male,White,0,Felony_High,Unemployed,Some_College,Widowed,No,No,0.1,6996,16,High,No
302364,46,Male,Black,10,Misdemeanor,Unemployed,High_School,Divorced,No,No,66.3,3001,53,High,No
302365,56,Male,Black,9,Misdemeanor,Employed,High_School,Married,No,No,44.3,8710,34,Medium,Yes
302366,43,Male,Hispanic,12,Misdemeanor,Employed,Some_College,Widowed,No,Yes,43.1,500,20,High,No
302367,63,Male,White,3,Misdemeanor,Unemployed,No_HS,Widowed,No,No,52.7,500,24,Medium,Yes
302368,47,Male,Hispanic,9,Felony_Mid,Employed,Some_College,Widowed,Yes,Yes,80.3,13667,3,Medium,No
302369,20,Female,Black,2,Misdemeanor,Self-employed,High_School,Widowed,No,No,70.1,9288,38,Medium,Yes
302370,29,Male,White,1,Misdemeanor,Unemployed,High_School,Married,No,No,33.9,5532,56,Low,No
302371,18,Female,Hispanic,12,Felony_High,Part-time,High_School,Single,No,No,53.9,5664,50,High,Yes
302372,51,Male,White,11,Felony_Mid,Unemployed,Some_College,Single,No,No,40,500,29,Medium,No
302373,62,Female,White,3,Felony_Low,Self-employed,Some_College,Widowed,No,No,23.3,3387,15,Medium,No
302374,43,Male,Hispanic,7,Misdemeanor,Employed,Some_College,Married,No,Yes,69.9,7253,55,High,No
302375,46,Male,White,0,Felony_Low,Unemployed,Some_College,Single,No,No,35.4,10324,30,Medium,Yes
302376,54,Male,White,11,Misdemeanor,Unemployed,High_School,Divorced,No,No,66.9,6743,43,Medium,Yes
302377,36,Male,White,6,Misdemeanor,Employed,High_School,Married,No,No,61.5,7352,34,Medium,No
302378,30,Male,White,11,Misdemeanor,Unemployed,Some_College,Widowed,No,Yes,47.3,2005,26,High,No
302379,60,Female,White,12,Felony_Low,Part-time,Some_College,Widowed,No,No,39.8,4679,10,High,Yes
302380,51,Male,Hispanic,6,Misdemeanor,Employed,Some_College,Single,No,No,67.9,5608,26,Low,Yes
302381,59,Male,White,1,Felony_Low,Employed,Bachelors,Married,No,No,78.3,7369,56,High,No
302382,35,Male,White,1,Felony_High,Unemployed,High_School,Divorced,No,No,84.8,2010,0,High,No
302383,21,Male,White,0,Misdemeanor,Employed,Bachelors,Widowed,No,No,41.1,5151,11,Low,Yes
302384,38,Female,Black,10,Misdemeanor,Employed,No_HS,Single,No,No,47.4,500,23,High,No
302385,53,Female,White,5,Misdemeanor,Employed,High_School,Married,Yes,No,59,6507,0,High,No
302386,64,Male,White,5,Felony_High,Unemployed,No_HS,Married,No,No,20.7,8693,58,High,No
302387,35,Male,White,11,Misdemeanor,Part-time,Bachelors,Divorced,Yes,No,40.1,10441,31,High,No
302388,29,Male,White,6,Misdemeanor,Employed,High_School,Widowed,No,Yes,65,4582,56,High,No
302389,20,Male,Black,4,Felony_Mid,Part-time,High_School,Married,No,Yes,43.9,5148,56,High,No
302390,37,Male,White,10,Misdemeanor,Unemployed,Some_College,Married,No,No,30.9,8783,55,High,No
302391,55,Male,White,4,Felony_Mid,Employed,Some_College,Divorced,No,No,12.6,2710,33,Medium,Yes
302392,70,Male,White,4,Felony_High,Employed,Some_College,Single,No,No,64.2,1909,11,High,No
302393,57,Male,Black,10,Felony_Mid,Employed,Graduate,Widowed,No,No,5.1,7072,38,High,No
302394,46,Male,Black,6,Misdemeanor,Self-employed,Graduate,Married,Yes,Yes,32.2,6933,60,High,No
302395,45,Female,White,1,Felony_High,Employed,No_HS,Single,Yes,No,51.3,5012,4,Medium,No
302396,22,Male,Hispanic,11,Misdemeanor,Unemployed,Bachelors,Widowed,No,No,63.4,3962,35,High,No
302397,64,Male,White,9,Felony_Mid,Part-time,Bachelors,Married,No,No,53.1,500,35,High,No
302398,21,Female,White,1,Misdemeanor,Employed,Bachelors,Single,No,No,45.3,1249,51,Medium,Yes
302399,57,Male,Black,10,Misdemeanor,Unemployed,Some_College,Married,No,Yes,48.4,7378,37,High,No
302400,45,Male,Black,10,Misdemeanor,Employed,High_School,Single,Yes,No,56.1,7006,59,High,Yes
302401,44,Male,Hispanic,10,Felony_High,Employed,Graduate,Widowed,Yes,No,69.8,9931,42,High,No
302402,60,Female,Hispanic,4,Misdemeanor,Unemployed,Some_College,Single,No,No,44.2,5666,44,High,No
302403,65,Female,Other,6,Felony_Mid,Unemployed,High_School,Married,No,No,24.6,2989,20,Medium,No
302404,49,Female,Hispanic,3,Felony_High,Unemployed,Graduate,Single,No,Yes,88.8,6235,48,High,No
302405,69,Male,Hispanic,0,Misdemeanor,Employed,High_School,Married,No,No,85.9,2002,41,High,No
302406,57,Male,Black,10,Felony_Low,Employed,High_School,Married,No,No,53.4,4654,49,High,No
302407,25,Male,Hispanic,1,Felony_Mid,Unemployed,Some_College,Divorced,No,No,27.8,10422,57,High,No
302408,43,Female,White,12,Felony_Mid,Unemployed,High_School,Widowed,No,No,78.4,2757,55,High,No
302409,35,Male,Black,3,Misdemeanor,Self-employed,High_School,Divorced,No,No,32.6,9242,9,Medium,No
302410,58,Female,Other,5,Misdemeanor,Unemployed,Bachelors,Widowed,No,No,54.2,5448,35,High,Yes
302411,62,Male,Black,2,Misdemeanor,Part-time,Some_College,Single,No,No,66.8,6376,22,High,No
302412,53,Male,White,8,Felony_Low,Employed,Bachelors,Divorced,No,Yes,50,7067,40,High,No
302413,62,Female,Black,4,Felony_Low,Self-employed,No_HS,Married,No,No,16.3,13486,13,High,No
302414,33,Male,Asian,6,Felony_Low,Employed,High_School,Married,No,No,35.5,1276,10,High,No
302415,42,Male,Black,7,Felony_Mid,Unemployed,Bachelors,Divorced,No,No,58.5,2000,40,High,No
302416,58,Male,Black,1,Felony_High,Unemployed,Graduate,Divorced,No,No,36.8,8225,18,High,No
302417,65,Male,Hispanic,10,Misdemeanor,Part-time,Graduate,Single,No,No,75.9,13179,11,High,No
302418,44,Male,Black,8,Felony_Low,Self-employed,Some_College,Divorced,No,No,34.2,2648,9,High,No
302419,50,Female,Black,8,Misdemeanor,Unemployed,No_HS,Widowed,No,No,30,4975,13,High,No
302420,20,Male,White,12,Misdemeanor,Employed,Some_College,Widowed,No,No,69,5568,45,High,No
302421,52,Female,Hispanic,12,Misdemeanor,Unemployed,Bachelors,Single,No,No,0,5057,55,Medium,No
302422,23,Female,White,6,Felony_High,Self-employed,No_HS,Married,No,No,3.2,11940,11,Medium,Yes
302423,70,Male,White,3,Misdemeanor,Part-time,Some_College,Single,No,No,51.5,12372,41,Medium,No
302424,70,Male,Hispanic,8,Felony_Mid,Part-time,Some_College,Single,Yes,No,42.9,3279,4,High,No
302425,25,Male,White,2,Felony_Low,Employed,Some_College,Widowed,No,No,70.2,500,34,Medium,Yes
302426,22,Female,Hispanic,11,Misdemeanor,Unemployed,High_School,Divorced,No,Yes,44.7,3508,0,High,No
302427,51,Male,White,9,Felony_Mid,Part-time,Graduate,Single,Yes,No,88.6,10348,0,High,Yes
302428,49,Male,Hispanic,9,Misdemeanor,Unemployed,High_School,Widowed,Yes,No,68,12150,20,High,No
302429,55,Male,White,1,Felony_High,Unemployed,High_School,Divorced,No,No,27,7780,15,High,No
302430,49,Female,Black,0,Misdemeanor,Employed,Graduate,Widowed,No,No,43.2,500,48,High,No
302431,33,Male,Hispanic,2,Felony_High,Self-employed,No_HS,Divorced,No,No,64.1,500,28,High,No
302432,32,Female,Black,10,Felony_Mid,Unemployed,No_HS,Single,Yes,Yes,71.5,11610,15,High,No
302433,30,Female,Hispanic,0,Misdemeanor,Part-time,High_School,Divorced,Yes,No,71.4,2890,4,High,Yes
302434,32,Male,White,6,Felony_Low,Unemployed,No_HS,Divorced,Yes,Yes,82.6,1568,8,High,No
302435,68,Male,Hispanic,10,Felony_Mid,Employed,High_School,Divorced,Yes,Yes,47.6,4824,43,High,No
302436,19,Male,White,10,Felony_Low,Employed,No_HS,Widowed,Yes,No,69.4,4827,6,High,No
302437,53,Female,White,7,Misdemeanor,Self-employed,High_School,Married,No,No,63.9,6993,31,High,No
302438,25,Female,White,5,Felony_High,Employed,Some_College,Single,No,No,58,500,28,High,No
302439,18,Male,White,5,Felony_Low,Unemployed,Some_College,Widowed,No,No,27.5,2580,21,High,No
302440,39,Male,White,10,Felony_Low,Self-employed,No_HS,Married,No,No,67.4,13782,50,High,No
302441,35,Male,Black,2,Felony_Low,Employed,Bachelors,Single,No,No,22.8,1145,9,High,No
302442,66,Male,White,3,Misdemeanor,Unemployed,High_School,Divorced,No,Yes,26.5,8174,14,High,No
302443,65,Male,White,8,Felony_Low,Unemployed,No_HS,Divorced,No,No,88.6,1355,47,High,No
302444,29,Female,Black,5,Felony_High,Employed,High_School,Married,Yes,Yes,13.1,6703,22,High,No
302445,30,Male,Black,10,Misdemeanor,Employed,Some_College,Married,No,No,46.4,4458,60,High,No
302446,28,Male,Black,11,Felony_High,Unemployed,High_School,Single,Yes,No,78,5342,57,High,No
302447,42,Male,White,5,Misdemeanor,Unemployed,No_HS,Married,No,No,16.5,9465,57,High,No
302448,69,Male,Black,4,Misdemeanor,Self-employed,Bachelors,Married,No,No,54.1,944,35,High,No
302449,64,Male,Black,7,Misdemeanor,Self-employed,Some_College,Widowed,No,No,52.5,5422,13,High,No
302450,53,Male,Black,2,Misdemeanor,Employed,Some_College,Divorced,Yes,No,85.2,500,22,Medium,Yes
302451,32,Female,White,5,Felony_Low,Employed,Some_College,Single,No,No,78.1,6307,44,High,No
302452,47,Male,Black,3,Misdemeanor,Employed,Some_College,Married,No,Yes,21.5,500,60,Medium,No
302453,58,Female,Hispanic,7,Misdemeanor,Unemployed,Bachelors,Single,No,No,103.6,3799,44,High,Yes
302454,56,Male,White,7,Felony_Low,Employed,Graduate,Widowed,No,No,0,500,2,High,No
302455,19,Male,Black,10,Felony_Mid,Unemployed,High_School,Widowed,No,Yes,120.6,500,36,High,No
302456,49,Male,Black,1,Felony_Low,Employed,High_School,Married,Yes,No,68.3,3609,37,High,No
302457,46,Male,White,3,Misdemeanor,Unemployed,Some_College,Married,No,No,30.4,500,1,Medium,No
302458,62,Male,Black,5,Misdemeanor,Unemployed,Some_College,Single,Yes,Yes,58,4193,49,High,No
302459,25,Male,White,1,Felony_Mid,Unemployed,Bachelors,Single,No,No,70.9,15424,46,High,No
302460,19,Male,Black,3,Felony_Low,Employed,No_HS,Married,No,No,10.8,2486,7,High,No
302461,19,Male,White,1,Felony_Low,Employed,Bachelors,Married,No,Yes,0,9553,11,High,No
302462,22,Female,White,0,Felony_Low,Employed,Some_College,Single,No,Yes,46,3064,55,High,No
302463,54,Male,White,1,Felony_Mid,Employed,Some_College,Divorced,Yes,No,2,500,3,High,No
302464,25,Male,White,2,Misdemeanor,Part-time,Graduate,Single,No,No,48.6,9844,0,Medium,Yes
302465,70,Male,Other,11,Misdemeanor,Unemployed,High_School,Married,No,Yes,72,500,50,High,No
302466,20,Female,White,2,Misdemeanor,Unemployed,Some_College,Single,No,Yes,10.3,2123,0,Medium,No
302467,40,Male,White,3,Felony_Low,Self-employed,No_HS,Widowed,Yes,Yes,57.7,562,11,Low,Yes
302468,61,Male,Hispanic,5,Felony_High,Employed,Bachelors,Divorced,No,No,40.4,8281,60,High,No
302469,70,Female,White,2,Misdemeanor,Employed,Graduate,Married,No,No,38.5,9095,16,Medium,No
302470,24,Male,Hispanic,3,Felony_Low,Employed,Some_College,Widowed,No,No,36.6,4364,34,High,No
302471,27,Male,Hispanic,4,Felony_Mid,Unemployed,High_School,Married,No,No,31.7,500,29,High,No
302472,56,Male,Other,5,Felony_High,Employed,No_HS,Widowed,No,No,17.1,14530,48,High,No
302473,40,Male,White,8,Felony_Low,Employed,Some_College,Married,No,No,80.4,7063,50,Medium,No
302474,66,Female,White,1,Felony_Low,Part-time,Some_College,Widowed,No,No,30.4,500,6,High,No
302475,56,Male,White,2,Felony_Low,Self-employed,High_School,Single,No,No,25.6,5010,27,Low,Yes
302476,43,Male,White,10,Felony_High,Employed,Some_College,Divorced,No,No,81.5,7149,50,Medium,Yes
302477,48,Male,Hispanic,9,Felony_Low,Employed,Bachelors,Widowed,No,No,17.1,7225,46,High,No
302478,33,Male,Hispanic,1,Misdemeanor,Self-employed,High_School,Divorced,No,No,77.4,4523,25,Medium,No
302479,49,Male,Black,1,Felony_High,Employed,Bachelors,Single,No,No,32,4878,60,High,No
302480,32,Male,Asian,0,Felony_High,Unemployed,No_HS,Single,No,No,77.1,10267,50,High,No
302481,40,Male,White,7,Felony_Low,Employed,Bachelors,Single,No,No,45.3,500,49,High,Yes
302482,53,Male,White,7,Felony_Low,Employed,Some_College,Divorced,No,Yes,43,4660,54,High,No
302483,57,Male,Black,10,Misdemeanor,Part-time,Some_College,Divorced,Yes,No,51.6,7479,2,High,No
302484,41,Female,White,1,Felony_Low,Unemployed,Bachelors,Divorced,No,No,32.2,7440,60,Medium,No
302485,33,Female,White,3,Misdemeanor,Employed,Some_College,Married,No,No,75.3,500,4,Low,Yes
302486,33,Female,Black,0,Misdemeanor,Unemployed,Bachelors,Widowed,No,No,50.2,5683,1,Medium,No
302487,42,Male,White,8,Misdemeanor,Unemployed,No_HS,Widowed,No,No,81.3,8307,49,High,Yes
302488,37,Female,Hispanic,0,Felony_Low,Self-employed,Some_College,Single,Yes,No,7.6,500,46,High,No
302489,62,Male,Hispanic,11,Misdemeanor,Self-employed,Some_College,Widowed,No,No,79.2,7777,23,High,No
302490,67,Male,Black,8,Felony_High,Self-employed,Some_College,Single,No,No,76,7427,55,High,No
302491,20,Male,White,3,Misdemeanor,Self-employed,Graduate,Divorced,Yes,No,48.2,996,54,High,No
302492,67,Male,White,7,Felony_Mid,Unemployed,Bachelors,Divorced,No,No,22.2,13152,47,High,Yes
302493,45,Male,Black,9,Misdemeanor,Employed,High_School,Married,No,No,41,500,12,High,No
302494,59,Male,Black,6,Felony_Low,Employed,Some_College,Divorced,No,No,56.5,2642,15,High,No
302495,56,Male,White,6,Misdemeanor,Employed,Some_College,Married,No,Yes,74,3182,42,High,No
302496,54,Female,Black,10,Felony_Mid,Unemployed,Graduate,Married,No,No,81.9,4787,26,High,No
302497,23,Male,White,12,Felony_Low,Employed,Some_College,Widowed,No,No,77.6,720,50,High,No
302498,67,Male,Hispanic,4,Felony_High,Unemployed,High_School,Married,No,No,44.1,2929,27,High,No
302499,34,Female,White,10,Misdemeanor,Unemployed,Graduate,Divorced,No,No,84.5,7541,14,High,No
302500,28,Male,White,11,Felony_Low,Unemployed,Graduate,Widowed,No,No,102.9,2015,5,High,No
302501,19,Female,White,4,Misdemeanor,Unemployed,High_School,Married,Yes,No,45.6,12056,6,High,Yes
302502,60,Male,White,11,Misdemeanor,Unemployed,Bachelors,Divorced,No,No,4.2,8500,21,High,Yes
302503,48,Male,Asian,7,Misdemeanor,Employed,Bachelors,Widowed,No,No,40.7,2132,40,High,No
302504,60,Female,White,12,Felony_Mid,Employed,No_HS,Married,Yes,No,82.5,4798,41,High,No
302505,58,Female,Black,0,Felony_Mid,Self-employed,Some_College,Single,No,Yes,75.5,1960,50,High,No
302506,26,Female,White,0,Misdemeanor,Unemployed,Bachelors,Married,Yes,No,69.7,4895,35,High,No
302507,57,Male,White,0,Misdemeanor,Employed,Some_College,Widowed,No,Yes,25,7998,49,High,No
302508,61,Female,Hispanic,6,Felony_High,Self-employed,High_School,Divorced,No,Yes,9.4,5109,54,High,No
302509,22,Male,Hispanic,2,Felony_Low,Employed,High_School,Widowed,No,No,0,10562,40,Medium,No
302510,54,Male,White,5,Felony_High,Part-time,Some_College,Divorced,No,No,56.6,2090,19,High,No
302511,27,Male,White,10,Misdemeanor,Unemployed,Some_College,Single,No,No,0,4398,22,High,No
302512,64,Male,White,7,Misdemeanor,Employed,Some_College,Married,Yes,No,53.4,9136,1,High,No
302513,30,Male,Hispanic,7,Felony_Low,Employed,Bachelors,Divorced,Yes,No,58.3,6499,51,High,No
302514,32,Male,Black,0,Felony_Mid,Employed,Some_College,Married,No,Yes,40.1,5996,45,High,No
302515,70,Male,Hispanic,6,Misdemeanor,Self-employed,High_School,Single,No,No,37.3,11277,55,High,No
302516,48,Male,White,4,Felony_Low,Employed,High_School,Single,No,Yes,70.1,10236,5,High,Yes
302517,32,Female,Black,0,Misdemeanor,Part-time,Some_College,Widowed,No,Yes,59.5,10660,30,Medium,No
302518,30,Female,Hispanic,0,Misdemeanor,Unemployed,Bachelors,Married,No,No,60.8,10365,60,High,No
302519,62,Male,Hispanic,4,Felony_High,Unemployed,High_School,Married,No,Yes,48.5,6943,28,High,No
302520,45,Male,White,6,Felony_Mid,Employed,No_HS,Widowed,No,No,54.3,7575,40,High,No
302521,25,Male,Black,4,Felony_Mid,Unemployed,Some_College,Married,No,No,87.7,500,40,High,Yes
302522,29,Male,Asian,0,Misdemeanor,Employed,High_School,Single,No,No,15.9,4975,2,High,No
302523,61,Male,Asian,7,Felony_Low,Employed,High_School,Single,Yes,Yes,18.2,17881,39,High,No
302524,43,Male,Hispanic,10,Felony_High,Employed,High_School,Widowed,No,No,47.9,3770,27,High,No
302525,37,Male,White,11,Misdemeanor,Employed,High_School,Married,No,No,40.3,2949,5,High,No
302526,48,Female,White,11,Felony_Low,Self-employed,High_School,Single,Yes,No,75.8,5217,38,High,No
302527,39,Male,White,8,Felony_Low,Part-time,High_School,Single,Yes,No,57.9,7541,39,High,No
302528,41,Male,White,4,Misdemeanor,Self-employed,No_HS,Widowed,Yes,Yes,2.6,7228,34,High,No
302529,21,Male,Black,6,Felony_High,Employed,Some_College,Single,Yes,No,74.9,500,18,High,No
302530,45,Male,Other,8,Felony_High,Part-time,Some_College,Widowed,Yes,No,49.3,1256,44,High,No
302531,48,Male,Black,7,Misdemeanor,Part-time,High_School,Single,Yes,Yes,67.5,500,47,Medium,Yes
302532,19,Male,Black,0,Misdemeanor,Employed,No_HS,Divorced,No,No,71.4,6711,27,High,No
302533,56,Male,Hispanic,5,Felony_Low,Part-time,Bachelors,Divorced,No,No,87.4,500,43,High,No
302534,29,Male,White,11,Felony_Low,Employed,Some_College,Divorced,Yes,Yes,46.6,3171,2,High,No
302535,62,Male,White,5,Misdemeanor,Employed,No_HS,Married,Yes,No,23.3,8425,42,High,No
302536,37,Male,White,7,Misdemeanor,Employed,Bachelors,Divorced,No,No,0,6025,43,Medium,No
302537,21,Male,White,0,Felony_Low,Unemployed,Some_College,Single,No,Yes,67.7,500,13,High,No
302538,70,Male,Black,11,Felony_Low,Employed,High_School,Single,No,No,64.3,500,2,High,No
302539,30,Male,White,9,Misdemeanor,Unemployed,High_School,Single,No,Yes,27,7491,59,High,No
302540,29,Male,White,9,Felony_Mid,Employed,High_School,Married,Yes,Yes,30.6,1920,52,High,No
302541,22,Male,Black,2,Felony_Mid,Employed,No_HS,Divorced,No,No,46.5,3525,28,High,No
302542,57,Female,Hispanic,4,Felony_Mid,Employed,No_HS,Divorced,No,No,51.5,7735,40,Medium,No
302543,23,Male,Black,0,Misdemeanor,Part-time,High_School,Widowed,No,No,48.8,3708,39,Medium,Yes
302544,62,Female,White,7,Felony_High,Unemployed,No_HS,Married,No,Yes,1.2,7120,38,High,No
302545,27,Female,White,10,Felony_Mid,Part-time,High_School,Divorced,No,No,27.3,6811,35,High,No
302546,68,Male,Hispanic,12,Felony_High,Unemployed,Some_College,Widowed,No,Yes,59,3108,54,High,No
302547,31,Female,White,7,Felony_Low,Employed,Graduate,Married,No,No,117.2,2931,37,Low,Yes
302548,41,Male,White,12,Misdemeanor,Unemployed,Some_College,Single,No,No,74.1,10001,55,High,No
302549,42,Male,Asian,3,Misdemeanor,Employed,Bachelors,Divorced,Yes,No,48.9,993,40,High,No
302550,18,Female,White,10,Felony_Mid,Part-time,Some_College,Divorced,Yes,No,61.9,7046,48,High,Yes
302551,52,Male,Black,5,Felony_Low,Unemployed,Some_College,Single,No,No,14.4,3939,30,High,No
302552,21,Female,Black,4,Felony_Low,Employed,No_HS,Widowed,No,No,118.7,500,3,High,No
302553,50,Male,White,6,Misdemeanor,Part-time,Graduate,Divorced,No,No,34.2,8563,10,High,No
302554,59,Female,White,4,Misdemeanor,Self-employed,Some_College,Single,No,No,77.7,6883,3,High,No
302555,55,Male,Hispanic,2,Felony_High,Employed,High_School,Single,Yes,No,55.9,648,44,High,No
302556,22,Male,Hispanic,3,Felony_Low,Self-employed,High_School,Single,Yes,No,72.8,500,10,Medium,No
302557,65,Male,Black,2,Felony_Low,Employed,No_HS,Married,No,No,37.2,1295,1,Low,No
302558,55,Male,Black,2,Misdemeanor,Employed,Graduate,Divorced,Yes,No,32.8,2025,15,High,No
302559,42,Male,White,8,Misdemeanor,Employed,High_School,Single,No,No,0,2238,22,High,No
302560,47,Male,White,0,Misdemeanor,Part-time,High_School,Single,Yes,No,62,1801,23,High,No
302561,26,Male,White,12,Misdemeanor,Self-employed,High_School,Divorced,Yes,Yes,43.4,6541,34,High,No
302562,66,Male,Black,8,Misdemeanor,Unemployed,Bachelors,Single,No,No,83.1,500,37,High,No
302563,21,Female,White,8,Misdemeanor,Self-employed,No_HS,Divorced,Yes,No,55.4,4032,53,High,No
302564,46,Male,Black,11,Felony_Low,Unemployed,High_School,Divorced,No,No,54.1,3936,27,High,No
302565,24,Male,White,12,Felony_Mid,Employed,High_School,Divorced,Yes,Yes,17.7,7432,23,High,No
302566,37,Male,White,1,Misdemeanor,Unemployed,High_School,Widowed,No,No,75.7,500,49,Low,Yes
302567,67,Male,Hispanic,9,Felony_Low,Employed,Some_College,Single,No,No,74.4,500,2,Low,No
302568,52,Male,White,5,Misdemeanor,Unemployed,No_HS,Divorced,Yes,No,8.4,6772,0,High,No
302569,64,Male,Hispanic,7,Felony_High,Unemployed,High_School,Widowed,Yes,No,0.2,8458,23,High,Yes
302570,31,Male,White,1,Felony_Mid,Self-employed,Graduate,Divorced,No,No,64.9,8195,1,Medium,No
302571,22,Male,White,2,Felony_Mid,Unemployed,No_HS,Widowed,No,No,89.9,9688,58,High,No
302572,50,Female,Hispanic,1,Misdemeanor,Part-time,Bachelors,Single,No,No,47.9,1557,18,High,No
302573,49,Male,Other,11,Felony_Low,Employed,Some_College,Widowed,Yes,No,45,6341,36,High,No
302574,23,Female,White,9,Misdemeanor,Employed,Some_College,Widowed,No,No,11.9,8293,19,Low,Yes
302575,29,Male,White,12,Felony_Low,Unemployed,No_HS,Widowed,No,No,24,3548,48,High,No
302576,23,Female,Black,1,Felony_Mid,Part-time,High_School,Single,No,No,44,5354,16,High,No
302577,33,Male,White,0,Felony_Low,Part-time,High_School,Single,No,No,86.3,3058,26,Medium,Yes
302578,29,Male,Hispanic,10,Felony_High,Employed,No_HS,Widowed,Yes,No,78.3,5377,48,High,No
302579,67,Male,White,6,Misdemeanor,Employed,Graduate,Divorced,No,No,52.2,6699,17,High,No
302580,50,Female,White,2,Felony_Mid,Employed,Some_College,Single,Yes,No,35.7,500,27,High,No
302581,34,Male,White,11,Misdemeanor,Unemployed,Some_College,Married,Yes,No,52.9,2903,46,High,No
302582,51,Female,Black,2,Felony_High,Unemployed,Some_College,Divorced,No,Yes,66.9,500,41,High,No
302583,60,Male,White,2,Misdemeanor,Employed,High_School,Widowed,No,Yes,44.5,2187,9,Medium,No
302584,66,Male,Hispanic,2,Misdemeanor,Self-employed,Bachelors,Widowed,Yes,Yes,0,7929,46,High,No
302585,49,Male,Black,12,Misdemeanor,Self-employed,Bachelors,Married,No,No,31,5226,4,High,No
302586,45,Male,Hispanic,5,Felony_Low,Unemployed,High_School,Widowed,No,Yes,60.1,4563,17,High,No
302587,26,Male,White,11,Misdemeanor,Employed,Bachelors,Divorced,No,No,18.4,1108,53,High,No
302588,34,Female,Other,0,Felony_Mid,Employed,No_HS,Single,No,No,63.6,3680,6,Low,No
302589,43,Male,Black,9,Felony_High,Employed,Some_College,Single,Yes,No,49.9,500,59,High,No
302590,29,Male,Black,4,Felony_Mid,Employed,No_HS,Widowed,No,No,62.3,7369,43,High,No
302591,57,Male,White,5,Felony_Low,Unemployed,No_HS,Widowed,No,No,35.5,7631,56,High,No
302592,58,Female,White,0,Felony_High,Employed,High_School,Divorced,No,No,51.6,11246,5,Medium,Yes
302593,67,Male,Black,9,Felony_Low,Unemployed,No_HS,Divorced,No,No,89,4020,9,High,No
302594,26,Male,White,6,Misdemeanor,Part-time,High_School,Married,No,No,49.2,11462,47,Medium,No
302595,19,Male,White,10,Misdemeanor,Employed,Bachelors,Single,Yes,Yes,76.2,10065,8,High,Yes
302596,57,Male,White,12,Misdemeanor,Employed,High_School,Divorced,Yes,Yes,68.7,2972,49,High,No
302597,35,Female,White,4,Misdemeanor,Employed,Bachelors,Single,No,No,56.5,1276,42,High,No
302598,38,Male,Black,3,Misdemeanor,Unemployed,High_School,Widowed,No,No,73.9,12300,3,High,No
302599,24,Male,Black,8,Misdemeanor,Employed,Graduate,Single,Yes,No,40.1,1204,59,High,No
302600,62,Male,Hispanic,6,Felony_Mid,Unemployed,Bachelors,Married,No,No,49,500,7,High,No
302601,66,Female,White,10,Felony_Low,Unemployed,Some_College,Widowed,No,No,84.8,4948,54,High,No
302602,20,Male,White,10,Felony_Low,Unemployed,No_HS,Married,Yes,No,50.2,13256,22,High,No
302603,25,Female,Hispanic,8,Felony_Mid,Unemployed,Some_College,Divorced,Yes,No,55,11008,26,High,No
302604,19,Male,Hispanic,8,Misdemeanor,Unemployed,No_HS,Married,No,No,41.1,500,1,High,No
302605,39,Male,Asian,2,Misdemeanor,Unemployed,High_School,Divorced,No,Yes,80.5,7643,23,Medium,No
302606,62,Female,Hispanic,12,Felony_Mid,Part-time,No_HS,Single,Yes,Yes,44.1,974,11,High,No
302607,68,Male,Black,7,Misdemeanor,Employed,Bachelors,Single,No,Yes,78.6,6579,17,High,No
302608,55,Male,White,8,Felony_Low,Employed,Bachelors,Divorced,No,Yes,0.7,4869,20,High,No
